Amsterdam Avenue	151	42442638	40.8290195,-73.9448276
Amsterdam Avenue	152	42442642	40.8296401,-73.9443743
Amsterdam Avenue	153	42442645	40.8302699,-73.9439142
Amsterdam Avenue	154	42438024	40.8308881,-73.9434627
Amsterdam Avenue	155	42442651	40.8315772,-73.9429836
Amsterdam Avenue	156	42433339	40.8322331,-73.9424802
Amsterdam Avenue	157	42442656	40.8328806,-73.9420072
Amsterdam Avenue	158	42442659	40.8334829,-73.9415672
Amsterdam Avenue	159	42438257	40.8341102,-73.941109
Amsterdam Avenue	160	42442664	40.8347248,-73.9406514
Amsterdam Avenue	161	42442671	40.8353595,-73.9401964
Amsterdam Avenue	162	42433014	40.8358221,-73.9398835
Amsterdam Avenue	163	42442684	40.8365752,-73.9393372
Amsterdam Avenue	164	42442697	40.8372351,-73.9388597
Amsterdam Avenue	165	42437319	40.8378835,-73.9383539
Amsterdam Avenue	166	42442702	40.8384866,-73.937912
Amsterdam Avenue	166	42442703	40.8386821,-73.9377692
Amsterdam Avenue	167	2075592658	40.8392951,-73.9373385
Amsterdam Avenue	167	42432223	40.8394631,-73.9372062
Amsterdam Avenue	168	42442710	40.839864,-73.9369058
Amsterdam Avenue	169	42442717	40.8404789,-73.9364566
Amsterdam Avenue	170	42435198	40.8410549,-73.9360373
Amsterdam Avenue	170	9908577534	40.8410933,-73.9360087
Amsterdam Avenue	171	42434989	40.8417005,-73.9355668
Amsterdam Avenue	172	42442722	40.8423037,-73.9351235
Amsterdam Avenue	173	42429452	40.8429382,-73.9346816
Amsterdam Avenue	174	42442723	40.8435713,-73.9342186
Amsterdam Avenue	175	42423101	40.8442481,-73.9337236
Amsterdam Avenue	176	42436806	40.8449121,-73.933238
Amsterdam Avenue	177	42442728	40.8455443,-73.9327756
Amsterdam Avenue	178	42423116	40.8461578,-73.9323269
Amsterdam Avenue	179	42442733	40.8468056,-73.9318532
Amsterdam Avenue	180	42428080	40.8474296,-73.9313968
Amsterdam Avenue	181	42442734	40.8481359,-73.9308802
Amsterdam Avenue	182	42442741	40.8486982,-73.9304689
Amsterdam Avenue	183	42438186	40.8493157,-73.9300173
Amsterdam Avenue	184	42442745	40.8499179,-73.9296368
Amsterdam Avenue	185	42442750	40.8505259,-73.9291984
Amsterdam Avenue	186	42442755	40.851193,-73.9286543
Amsterdam Avenue	187	42436285	40.8518669,-73.9281588
Amsterdam Avenue	188	42442764	40.8524955,-73.9276972
Amsterdam Avenue	189	42442766	40.8531188,-73.927239
Amsterdam Avenue	190	42442770	40.8537179,-73.9268061
Amsterdam Avenue	59	42440935	40.7704036,-73.9875948
Amsterdam Avenue	60	1241742743	40.7710474,-73.9871245
Amsterdam Avenue	61	42421982	40.7716605,-73.986677
Amsterdam Avenue	62	7050687060	40.7722805,-73.9862242
Amsterdam Avenue	64	42442410	40.7735306,-73.9853181
Amsterdam Avenue	65	42442415	40.7741641,-73.9848524
Amsterdam Avenue	66	42439464	40.7748013,-73.9843888
Amsterdam Avenue	67	42429999	40.7754121,-73.9839423
Amsterdam Avenue	68	42442417	40.77604,-73.9834857
Amsterdam Avenue	69	1733614298	40.7766527,-73.9830397
Amsterdam Avenue	70	42442422	40.7772886,-73.9825693
Amsterdam Avenue	71	9177424868	40.7779122,-73.982096
Amsterdam Avenue	72	6207264908	40.778601,-73.98161
Amsterdam Avenue	73	42432564	40.779284,-73.9811164
Amsterdam Avenue	74	42442445	40.7799206,-73.9806592
Amsterdam Avenue	75	42442451	40.780561,-73.98021
Amsterdam Avenue	76	42442459	40.7811846,-73.9797549
Amsterdam Avenue	77	42438862	40.7818426,-73.979274
Amsterdam Avenue	78	42428063	40.7824641,-73.9788209
Amsterdam Avenue	79	42442463	40.7831527,-73.9783277
Amsterdam Avenue	80	42421772	40.783828,-73.9778254
Amsterdam Avenue	81	42442469	40.7844692,-73.9773536
Amsterdam Avenue	82	42433567	40.7851032,-73.9768937
Amsterdam Avenue	83	42437305	40.7857321,-73.9764355
Amsterdam Avenue	84	42421806	40.7863627,-73.9759753
Amsterdam Avenue	85	42442475	40.7870011,-73.9755093
Amsterdam Avenue	86	42442480	40.7876861,-73.9750103
Amsterdam Avenue	87	42434160	40.788361,-73.9745165
Amsterdam Avenue	88	42438045	40.7889871,-73.9740595
Amsterdam Avenue	89	42422000	40.7896131,-73.9736025
Amsterdam Avenue	90	42437052	40.7902424,-73.9731431
Amsterdam Avenue	91	42442492	40.7908816,-73.9726774
Amsterdam Avenue	92	42442502	40.7915049,-73.9722334
Amsterdam Avenue	93	42442514	40.7921309,-73.9717771
Amsterdam Avenue	94	42436990	40.7927633,-73.9713214
Amsterdam Avenue	95	42442528	40.7933852,-73.9708683
Amsterdam Avenue	96	42442534	40.7940644,-73.9703681
Amsterdam Avenue	97	42442542	40.7947346,-73.9698719
Amsterdam Avenue	98	42433252	40.7953672,-73.9694159
Amsterdam Avenue	99	42442549	40.7959832,-73.9689386
Audubon Avenue	165	42437326	40.8387079,-73.939618
Audubon Avenue	166	42455234	40.839296,-73.939239
Audubon Avenue	167	42432226	40.8398976,-73.9388015
Audubon Avenue	168	42455238	40.840487,-73.938364
Audubon Avenue	169	42447418	40.841087,-73.937929
Audubon Avenue	170	42454622	40.8416705,-73.9375115
Audubon Avenue	170	9908577542	40.8417266,-73.9374682
Audubon Avenue	171	42434992	40.8423228,-73.9370346
Audubon Avenue	172	42455245	40.8429245,-73.9365954
Audubon Avenue	173	42429457	40.84355,-73.936126
Audubon Avenue	174	42454611	40.844201,-73.935653
Audubon Avenue	175	42446331	40.844846,-73.935181
Audubon Avenue	176	42436807	40.84552,-73.934686
Audubon Avenue	177	42455252	40.846141,-73.934232
Audubon Avenue	178	42452147	40.8467657,-73.9337745
Audubon Avenue	179	42455059	40.8474152,-73.9333038
Audubon Avenue	180	42428082	40.848038,-73.932849
Audubon Avenue	181	42444060	40.84874,-73.9323334
Audubon Avenue	182	42454368	40.849309,-73.931917
Audubon Avenue	183	42438189	40.849921,-73.931472
Audubon Avenue	184	42455259	40.850509,-73.931043
Audubon Avenue	185	42454102	40.8511085,-73.9306027
Audubon Avenue	186	42445675	40.851793,-73.930101
Audubon Avenue	187	42436288	40.852476,-73.929603
Audubon Avenue	188	42455335	40.8531,-73.929147
Audubon Avenue	189	42450275	40.853724,-73.928692
Audubon Avenue	190	42455337	40.854321,-73.928254
Audubon Avenue	191	42437942	40.854976,-73.927781
Audubon Avenue	192	42427768	40.855598,-73.927319
Audubon Avenue	193	42433346	40.85623,-73.926863
Avenue A	10	42430914	40.7278454,-73.982238
Avenue A	11	42454997	40.728446,-73.98179
Avenue A	12	42446552	40.729086,-73.981325
Avenue A	13	42436944	40.729725,-73.980858
Avenue A	14	42439006	40.7304174,-73.9803623
Avenue A	2	42453604	40.7230074,-73.9857481
Avenue A	3	42437343	40.7236472,-73.9852818
Avenue A	4	42455051	40.7242664,-73.9848308
Avenue A	5	42453175	40.7248589,-73.9843993
Avenue A	6	42444829	40.7254711,-73.9839534
Avenue A	7	42434215	40.7260512,-73.9835308
Avenue A	9	42449023	40.7272732,-73.9826536
Avenue B	10	42430924	40.7268652,-73.9799131
Avenue B	11	42455007	40.727468,-73.979469
Avenue B	12	42446562	40.728106,-73.978998
Avenue B	13	42436947	40.728746,-73.978536
Avenue B	14	42439001	40.7294404,-73.9780286
Avenue B	2	42453607	40.722019,-73.983444
Avenue B	3	42437346	40.722671,-73.982964
Avenue B	4	42455083	40.723278,-73.982524
Avenue B	5	42453177	40.723882,-73.982083
Avenue B	6	42444832	40.724494,-73.981637
Avenue B	7	42434226	40.725073,-73.981211
Avenue B	8	2324482224	40.725685,-73.980768
Avenue B	9	42449027	40.726281,-73.980333
Avenue C	10	42430938	40.7258818,-73.9775411
Avenue C	11	42455013	40.726465,-73.9770845
Avenue C	12	42446571	40.7270883,-73.9766448
Avenue C	13	42436957	40.7277504,-73.9761698
Avenue C	14	42440754	40.7284433,-73.9756824
Avenue C	15	42431482	40.7291391,-73.9751868
Avenue C	16	42437830	40.7297709,-73.9747274
Avenue C	2	42453610	40.7210233,-73.9810829
Avenue C	20	42439191	40.7327494,-73.9744435
Avenue C	23	42448714	40.7354563,-73.9751359
Avenue C	23	5137747688	40.7353722,-73.9748022
Avenue C	3	42437349	40.721677,-73.9806046
Avenue C	4	42455175	40.7222831,-73.9801612
Avenue C	5	42453158	40.7228867,-73.9797217
Avenue C	6	42444833	40.7235008,-73.9792747
Avenue C	7	42434233	40.7240792,-73.9788537
Avenue C	8	42455181	40.7246931,-73.9784069
Avenue C	9	42449029	40.7252889,-73.9779731
Avenue C Loop	16	42437830	40.7297709,-73.9747274
Avenue D	10	42430942	40.7248848,-73.9751696
Avenue D	12	42446584	40.726109,-73.974269
Avenue D	13	3624790934	40.726752,-73.973799
Avenue D	3	42437354	40.720674,-73.978231
Avenue D	4	42455396	40.721277,-73.977788
Avenue D	5	42453160	40.721885,-73.977346
Avenue D	6	42444835	40.722498,-73.976893
Avenue D	7	42434237	40.723078,-73.976477
Avenue D	8	42455412	40.723689,-73.97603
Avenue D	9	42449038	40.724283,-73.975598
Bennett Avenue	181	42444081	40.8504587,-73.9366718
Bennett Avenue	184	42454240	40.852339,-73.935716
Bennett Avenue	186	42445689	40.853479,-73.935133
Bennett Avenue	187	42436296	40.8545099,-73.9346217
Bennett Avenue	189	42450290	40.8555926,-73.9342626
Bennett Avenue	190	42454300	40.856783,-73.933681
Bennett Avenue	192	42427782	40.8581161,-73.932977
Bradhurst Avenue	142	42438288	40.8214604,-73.9446041
Bradhurst Avenue	143	42440052	40.822052,-73.944049
Bradhurst Avenue	144	42440053	40.822628,-73.943506
Bradhurst Avenue	145	42434251	40.8232628,-73.94292
Bradhurst Avenue	146	42440056	40.823924,-73.9424165
Bradhurst Avenue	147	42440059	40.8245482,-73.9419585
Bradhurst Avenue	148	42439228	40.8251715,-73.9415007
Bradhurst Avenue	149	42434314	40.8257967,-73.9410462
Bradhurst Avenue	150	42440065	40.8264173,-73.9405881
Bradhurst Avenue	151	42440069	40.8270356,-73.9401426
Bradhurst Avenue	152	42440072	40.8276597,-73.939688
Bradhurst Avenue	153	42440075	40.8282799,-73.9392533
Bradhurst Avenue	154	42438018	40.8289841,-73.9389595
Broadway	10	42428480	40.7317437,-73.9914641
Broadway	100	1061531596	40.7971801,-73.9698184
Broadway	100	42428725	40.7972636,-73.9700162
Broadway	101	1061531631	40.7978046,-73.9693528
Broadway	101	42428728	40.7978923,-73.9695597
Broadway	102	1061531802	40.7984292,-73.9689001
Broadway	102	42428737	40.7985155,-73.9691051
Broadway	103	1061531815	40.7990701,-73.9684544
Broadway	103	42428742	40.7991535,-73.9686546
Broadway	104	1061531496	40.7997386,-73.9681062
Broadway	104	42428746	40.7998235,-73.9683098
Broadway	105	11803957851	40.8004669,-73.9678739
Broadway	105	11803957852	40.8005602,-73.9680927
Broadway	106	1061531654	40.8013033,-73.9677649
Broadway	106	42421745	40.8013981,-73.9679955
Broadway	107	1061531717	40.8021586,-73.9676859
Broadway	107	42428760	40.8022515,-73.9679062
Broadway	107	42431121	40.8023404,-73.9681138
Broadway	108	595314103	40.8029732,-73.9676801
Broadway	108	595314104	40.802891,-73.9674843
Broadway	109	42428770	40.8036102,-73.9672442
Broadway	109	561035330	40.8035282,-73.9670403
Broadway	11	42428483	40.732449,-73.991289
Broadway	110	3579432156	40.8041328,-73.9666013
Broadway	110	42428782	40.8042152,-73.9667983
Broadway	111	1506445808	40.8047876,-73.9661339
Broadway	111	42428790	40.8048633,-73.9663136
Broadway	112	42428799	40.8054904,-73.9658601
Broadway	112	561035333	40.8054119,-73.9656735
Broadway	113	42428807	40.8061176,-73.9654027
Broadway	113	561035334	40.8060401,-73.9652167
Broadway	114	42428814	40.8067507,-73.9649437
Broadway	114	561035335	40.8066746,-73.9647589
Broadway	115	42428833	40.8073865,-73.9644893
Broadway	115	627905367	40.8073049,-73.9642951
Broadway	116	1506445762	40.807987,-73.9638012
Broadway	116	470209120	40.8080645,-73.9639884
Broadway	12	42428489	40.733214,-73.991114
Broadway	120	1504153604	40.8104994,-73.9619636
Broadway	120	1506591536	40.8105801,-73.9621587
Broadway	121	42428844	40.8112551,-73.9616769
Broadway	121	561035338	40.8111729,-73.9614867
Broadway	122	1506591534	40.8118836,-73.9612283
Broadway	122	1506599378	40.8117893,-73.9610036
Broadway	123	1506599377	40.8124135,-73.9605437
Broadway	125	42428863	40.8158098,-73.9583906
Broadway	125	561035343	40.8156143,-73.9582064
Broadway	126	561035344	40.8162833,-73.9577315
Broadway	129	7732654931	40.8163681,-73.9579439
Broadway	13	42428491	40.7339814,-73.990953
Broadway	130	6198320765	40.8168973,-73.9572758
Broadway	130	7732654932	40.8169788,-73.9574823
Broadway	131	2541754747	40.8175078,-73.9568442
Broadway	131	42428873	40.8176025,-73.957044
Broadway	132	42428876	40.8182287,-73.9565816
Broadway	132	561035346	40.8181613,-73.9563618
Broadway	133	7732653969	40.8187602,-73.9559061
Broadway	133	7732653970	40.8188507,-73.9561236
Broadway	134	7732653971	40.8193913,-73.9554594
Broadway	135	42428892	40.8201617,-73.9551864
Broadway	135	561035349	40.8200718,-73.9549695
Broadway	136	561035350	40.8207479,-73.954523
Broadway	136	561035351	40.8208172,-73.9546928
Broadway	137	42428912	40.8214361,-73.9542488
Broadway	137	561035353	40.8213579,-73.9540665
Broadway	138	42428913	40.8220717,-73.9537903
Broadway	138	561035354	40.8219884,-73.9535995
Broadway	139	42428914	40.8226911,-73.9533268
Broadway	139	561035355	40.8226075,-73.9531289
Broadway	14	42428493	40.7347875,-73.9907407
Broadway	140	42428917	40.8233117,-73.9528694
Broadway	140	561035356	40.8232275,-73.952678
Broadway	141	42428919	40.8239367,-73.9524172
Broadway	141	561035357	40.8238532,-73.9522227
Broadway	142	42428922	40.8245675,-73.9519566
Broadway	142	561035358	40.824486,-73.9517593
Broadway	143	42428926	40.8251862,-73.9515057
Broadway	143	561035359	40.8251039,-73.9513097
Broadway	144	42428928	40.8258004,-73.951049
Broadway	144	561035360	40.8257202,-73.9508622
Broadway	145	42428931	40.8264888,-73.950564
Broadway	145	561035361	40.8264034,-73.9503603
Broadway	146	42428934	40.8271527,-73.9500743
Broadway	146	561035362	40.8270669,-73.9498666
Broadway	147	42428936	40.8277777,-73.9496148
Broadway	147	561035363	40.8276954,-73.9494163
Broadway	148	42428939	40.8284002,-73.9491568
Broadway	148	561035364	40.8283196,-73.9489611
Broadway	149	42428941	40.8290276,-73.9486953
Broadway	149	561035365	40.8289466,-73.9485061
Broadway	150	42428944	40.8296454,-73.9482407
Broadway	150	561035366	40.8295673,-73.9480557
Broadway	151	42428947	40.8302605,-73.9477882
Broadway	151	561035367	40.8301829,-73.9476033
Broadway	152	42428951	40.8308954,-73.9473375
Broadway	152	561035368	40.8308032,-73.9471314
Broadway	153	42428953	40.8315206,-73.946872
Broadway	153	561035369	40.8314368,-73.946674
Broadway	155	42428956	40.8328147,-73.9459388
Broadway	155	561035370	40.8327323,-73.9457489
Broadway	156	42428958	40.8334848,-73.9454338
Broadway	156	561035371	40.8334023,-73.9452465
Broadway	157	42428961	40.8341039,-73.9449852
Broadway	157	561035372	40.834024,-73.9447835
Broadway	158	42428962	40.8347297,-73.9445301
Broadway	158	561035373	40.8346491,-73.9443429
Broadway	159	42427086	40.8353715,-73.9441039
Broadway	159	561035374	40.8352891,-73.9439155
Broadway	160	42428964	40.8359959,-73.9436514
Broadway	160	561035375	40.8359164,-73.9434608
Broadway	161	42428965	40.8366143,-73.9431927
Broadway	161	561035376	40.8365346,-73.9430023
Broadway	162	42428966	40.8372403,-73.9427148
Broadway	162	561035377	40.8371502,-73.9425038
Broadway	163	42428967	40.837855,-73.942259
Broadway	163	561035378	40.837765,-73.9420429
Broadway	164	42428970	40.8384885,-73.9418259
Broadway	164	561035379	40.8384061,-73.9416375
Broadway	165	42428973	40.8392425,-73.9412769
Broadway	165	561035380	40.8391601,-73.9410885
Broadway	166	42428975	40.8399295,-73.9407749
Broadway	166	561035381	40.8398471,-73.9405865
Broadway	168	42428978	40.8411223,-73.9398646
Broadway	168	561035382	40.8410453,-73.939684
Broadway	169	2499757467	40.8417297,-73.9394169
Broadway	169	42428980	40.8416786,-73.9392999
Broadway	17	42428170	40.7371273,-73.9903374
Broadway	170	42428984	40.8424468,-73.9392536
Broadway	170	8746375049	40.842377,-73.9392576
Broadway	171	42428985	40.843223,-73.939177
Broadway	172	42428989	40.843942,-73.939025
Broadway	173	42428994	40.8446886,-73.9388653
Broadway	174	42428998	40.8454318,-73.9386774
Broadway	175	42429002	40.8462182,-73.9384437
Broadway	176	42429006	40.8469437,-73.938228
Broadway	177	42429011	40.8475489,-73.9380371
Broadway	177	42429013	40.847711,-73.937975
Broadway	178	42429017	40.8483876,-73.9376877
Broadway	179	42429023	40.8489521,-73.9370618
Broadway	18	42428174	40.7378047,-73.9901393
Broadway	180	42428094	40.849541,-73.936397
Broadway	181	42429029	40.8501764,-73.9357231
Broadway	182	42429032	40.850774,-73.935426
Broadway	183	42429035	40.851434,-73.935083
Broadway	184	42429044	40.852058,-73.934776
Broadway	185	42429058	40.852729,-73.93443
Broadway	186	42429072	40.8532,-73.934193
Broadway	187	42429083	40.8541572,-73.9337034
Broadway	189	42429094	40.855335,-73.933312
Broadway	19	42428179	40.7384929,-73.9899534
Broadway	190	42429100	40.856503,-73.932761
Broadway	192	42427780	40.857841,-73.932043
Broadway	193	42429109	40.858271,-73.931818
Broadway	196	42429174	40.860641,-73.930771
Broadway	198	42429211	40.8646634,-73.9289023
Broadway	199	42429212	40.8650857,-73.9281099
Broadway	20	42428183	40.7391688,-73.9897506
Broadway	204	42429220	40.867016,-73.92311
Broadway	207	42429222	40.867707,-73.9212171
Broadway	21	42428192	40.7398722,-73.9895636
Broadway	211	5071822871	40.8681842,-73.919497
Broadway	212	42429228	40.8685048,-73.918505
Broadway	213	42429231	40.8689088,-73.9175456
Broadway	214	42429236	40.8693238,-73.9167458
Broadway	215	42429242	40.8698643,-73.9158491
Broadway	216	42429244	40.8704145,-73.9151316
