i,j,Street1,Street2,Borough,Lat,Lon
,,Baylies Street,Woolsey Street,Queens,40.77492521054085,-73.92821132339537
,,Clark Street,Woolsey Street,Queens,40.772120313007235,-73.92899023738671
,,Trowbridge Street,Woolsey Street,Queens,40.77463059540424,-73.92835661305178
,,Main Street,Woolsey Street,Queens,40.772120313007235,-73.92899023738671
,,Franklin Street,Mills Street,Queens,40.775610172971746,-73.93614842910912
,,Fulton Avenue,Monson Street,Queens,40.773754186129594,-73.93609447136343
,,Monson Street,Orchard Boulevard,Queens,40.77677779234642,-73.93451528745113
,,Franklin Street,Monson Street,Queens,40.77533043743938,-73.93527975352778
,,Fulton Avenue,Halsey Street,Queens,40.77345400858023,-73.93508522297758
,,Fulton Avenue,Stevens Street,Queens,40.772700999297534,-73.93265142306005
,,Fulton Avenue,Main Street,Queens,40.772096834516525,-73.93069166493169
,,Fulton Avenue,Vernon Boulevard,Queens,40.77323758229671,-73.9343854198882
,,Halsey Street,Orchard Boulevard,Queens,40.776458029879365,-73.93353017260752
,,Orchard Boulevard,Stevens Street,Queens,40.77569471389912,-73.93117857109085
,,Orchard Boulevard,Vernon Boulevard,Queens,40.776166064794836,-73.93263069512591
,,Franklin Street,Halsey Street,Queens,40.775012449066885,-73.9342861061157
,,Franklin Street,Stevens Street,Queens,40.774221227153355,-73.93181090552822
,,Franklin Street,Wardell Street,Queens,40.77397859865858,-73.93105138914822
,,Franklin Street,Remsen Street,Queens,40.773600323550454,-73.92991916889954
,,Franklin Street,Newtown Avenue,Queens,40.77226681710407,-73.92590630146842
,,Blackwells Lane,Franklin Street,Queens,40.773840708881714,-73.93063866942626
,,Franklin Street,Main Street,Queens,40.77226681710407,-73.92590630146842
,,Franklin Street,Willow Street,Queens,40.772877814705325,-73.92749749501102
,,Franklin Street,Vernon Boulevard,Queens,40.774722837752385,-73.9333811310976
,,Franklin Street,Van Alst Avenue,Queens,40.77226681710407,-73.92590630146842
,,Flushing Avenue,Franklin Street,Queens,40.77226681710407,-73.92590630146842
,,Stevens Street,Tisdale Street,Queens,40.77325460587602,-73.93234533997312
,,Remsen Street,Taylor Street,Queens,40.77183337559931,-73.93014388572553
,,Remsen Street,Welling Court,Queens,40.771933548069846,-73.93014264952684
,,Main Street,Remsen Street,Queens,40.772104439640486,-73.93014054060477
,,Flushing Avenue,Hallett Street,Queens,40.77178672865707,-73.92441896832769
,,Astoria Place,Hallett Street,Queens,40.77487764542857,-73.92174108352411
,,Hallett Street,Woolsey Avenue,Queens,40.77589076323143,-73.92049264941599
,,Hallett Street,Hoyt Avenue,Queens,40.774015379301325,-73.92280380932483
,,Hallett Street,Potter Avenue,Queens,40.77797293069849,-73.91797272580499
,,Ditmars Avenue,Hallett Street,Queens,40.779752425209914,-73.91581910929432
,,Hallett Street,Wolcott Avenue,Queens,40.78158705007811,-73.91359877178743
,,Taylor Street,Van Alst Avenue,Queens,40.77051648846341,-73.92728268173938
,,Hopkins Avenue,Taylor Street,Queens,40.771487534840865,-73.92939247664145
,,Ely Avenue,Taylor Street,Queens,40.76990688764673,-73.92595820051463
,,Crescent Street,Taylor Street,Queens,40.76926774514539,-73.92456953399744
,,Clark Street,Main Street,Queens,40.772120313007235,-73.92899023738671
,,Clark Street,Van Alst Avenue,Queens,40.77113119558787,-73.92679930351036
,,Clark Street,Hopkins Avenue,Queens,40.772087860928565,-73.92891835475972
,,Clark Street,Ely Avenue,Queens,40.770525019229375,-73.9254565991025
,,Clark Street,Crescent Street,Queens,40.7698928032651,-73.9240562159466
,,Main Street,Newtown Avenue,Queens,40.77226681710407,-73.92590630146842
,,Newtown Avenue,Van Alst Avenue,Queens,40.77226681710407,-73.92590630146842
,,Ely Avenue,Newtown Avenue,Queens,40.7713461725875,-73.92479024958152
,,2nd Avenue,Newtown Avenue,Queens,40.767692036129084,-73.92081736906815
,,Newtown Avenue,North Henry Street,Queens,40.769402507997874,-73.92242226222989
,,Cooper Street,Newtown Avenue,Queens,40.76986121796658,-73.92295950791515
,,Buchanan Street,Newtown Avenue,Queens,40.76921073001014,-73.9222169454075
,,Marc Place,Newtown Avenue,Queens,40.7683788217906,-73.92124511244815
,,Carver Street,Newtown Avenue,Queens,40.7683788217906,-73.92124511244815
,,Flushing Avenue,Newtown Avenue,Queens,40.77226681710407,-73.92590630146842
,,3rd Avenue,Newtown Avenue,Queens,40.76686788396606,-73.92029723311808
,,Marion Street,Ridge Street,Queens,40.76609690139493,-73.93490309360759
,,Sherman Street,Welling Court,Queens,40.7715198879832,-73.93127173764958
,,Grand Avenue,Sherman Street,Queens,40.7715198879832,-73.93127173764958
,,Sherman Street,Temple Street,Queens,40.77054533168003,-73.93205089266581
,,Elm Street,Sherman Street,Queens,40.769704264749514,-73.93271722885615
,,Sanford Street,Sherman Street,Queens,40.76588862425231,-73.93601365392485
,,Broadway,Sherman Street,Queens,40.76700209831612,-73.93492424713745
,,Ridge Street,Sherman Street,Queens,40.76642537272146,-73.93548850704948
,,Camelia Street,Sherman Street,Queens,40.76784586959367,-73.93422970624061
,,Jamaica Avenue,Sherman Street,Queens,40.768821085082536,-73.93343699000496
,,Greenoak Street,Welling Court,Queens,40.771379407862376,-73.93306001420306
,,Grand Avenue,Welling Court,Queens,40.7715198879832,-73.93127173764958
,,Blackwells Lane,Tisdale Street,Queens,40.772918301654045,-73.9311611210162
,,Greenoak Street,Main Street,Queens,40.772007544799294,-73.93328740718744
,,Grand Avenue,Main Street,Queens,40.772016934108905,-73.93222736364434
,,Grand Avenue,Van Alst Avenue,Queens,40.76989352316558,-73.92777255382713
,,Grand Avenue,Hopkins Avenue,Queens,40.77087067895899,-73.92989865262578
,,Ely Avenue,Grand Avenue,Queens,40.76927050448203,-73.92647461272041
,,Crescent Street,Grand Avenue,Queens,40.76862730712158,-73.92507361949971
,,2nd Avenue,Grand Avenue,Queens,40.766881445247705,-73.92134677165828
,,Cooper Street,Grand Avenue,Queens,40.768248615334244,-73.92425651896615
,,1st Avenue,Grand Avenue,Queens,40.767279858892465,-73.92219104495268
,,Academy Street,Grand Avenue,Queens,40.76766484688872,-73.92299692600884
,,Grand Avenue,Marc Place,Queens,40.767330574333585,-73.92229720569964
,,4th Avenue,Grand Avenue,Queens,40.766147860466496,-73.9197977369418
,,3rd Avenue,Grand Avenue,Queens,40.76652017795228,-73.92058121472095
,,5th Avenue,Grand Avenue,Queens,40.7657679718441,-73.918998332756
,,6th Avenue,Grand Avenue,Queens,40.76540183669104,-73.91819263509714
,,7th Avenue,Grand Avenue,Queens,40.76501809994988,-73.91740175805319
,,8th Avenue,Grand Avenue,Queens,40.76463652742421,-73.91659327115492
,,9th Avenue,Grand Avenue,Queens,40.764265607492305,-73.91578119101374
,,Grand Avenue,Steinway Avenue,Queens,40.76388999026183,-73.91498150904262
,,11th Avenue,Grand Avenue,Queens,40.76352864837528,-73.91419454115093
,,12th Avenue,Grand Avenue,Queens,40.76315712171309,-73.91338539179704
,,13th Avenue,Grand Avenue,Queens,40.762791297676905,-73.91258866221433
,,Fourteenth Avenue,Grand Avenue,Queens,40.76241861985558,-73.91180341910932
,,15th Avenue,Grand Avenue,Queens,40.76203027014733,-73.91098515487867
,,16th Avenue,Grand Avenue,Queens,40.76164093768712,-73.91016481996083
,,17th Avenue,Grand Avenue,Queens,40.761279185667256,-73.90939312429211
,,18th Avenue,Grand Avenue,Queens,40.76089946640603,-73.9085831005932
,,19th Avenue,Grand Avenue,Queens,40.760530236842875,-73.90779545369973
,,20th Avenue,Grand Avenue,Queens,40.760159000721394,-73.90700352638133
,,Temple Street,Vernon Boulevard,Queens,40.77102635463074,-73.93424206628472
,,Temple Street,Van Alst Avenue,Queens,40.76905110552134,-73.92843499343905
,,Hopkins Avenue,Temple Street,Queens,40.77004984476657,-73.9305722079367
,,Ely Avenue,Temple Street,Queens,40.76843967919199,-73.9271468085092
,,Crescent Street,Whitney Street,Queens,40.76790020074385,-73.92541428218789
,,Academy Street,Whitney Street,Queens,40.76701224397128,-73.92350525098271
,,Elm Street,Vernon Boulevard,Queens,40.77039725857438,-73.93445283517632
,,Elm Street,Van Alst Avenue,Queens,40.768209460244925,-73.92909682569541
,,Elm Street,Hopkins Avenue,Queens,40.76912599973636,-73.93132763643759
,,Elm Street,Ely Avenue,Queens,40.76760412934457,-73.92782282679549
,,Crescent Street,Elm Street,Queens,40.76673523791779,-73.92596008866145
,,1st Avenue,Elm Street,Queens,40.7655922752909,-73.92356283476933
,,Academy Street,Elm Street,Queens,40.76595941075746,-73.92434823532591
,,North William Street,Willow Street,Queens,40.77321553164767,-73.9273907819762
,,North William Street,Van Alst Avenue,Queens,40.77330170193844,-73.92507489788564
,,Lebanon Terrace,Trowbridge Street,Queens,40.774402267725335,-73.9275695160796
,,Trowbridge Street,Willow Street,Queens,40.774141056108675,-73.92688754580348
,,Trowbridge Street,Van Alst Avenue,Queens,40.77350776261495,-73.9249093532965
,,North Washington Place,Willow Street,Queens,40.775004348859056,-73.926418543384
,,North Washington Place,Van Alst Avenue,Queens,40.774065345958256,-73.92446140317303
,,Main Street,Willow Street,Queens,40.77224966008043,-73.92742619556299
,,Main Street,Vernon Boulevard,Queens,40.772027159570825,-73.93393116234876
,,Main Street,Van Alst Avenue,Queens,40.77226681710407,-73.92590630146842
,,Hopkins Avenue,Main Street,Queens,40.77212893860209,-73.92888593822656
,,Flushing Avenue,Main Street,Queens,40.77226681710407,-73.92590630146842
,,Hancock Street,Vernon Avenue,Queens,40.76734273125122,-73.93715478722373
,,Vernon Avenue,Vernon Boulevard,Queens,40.76778545173873,-73.93592804756095
,,Hancock Street,Sanford Street,Queens,40.766485900305995,-73.937655576306
,,Sanford Street,Vernon Boulevard,Queens,40.7661749017564,-73.93681453759038
,,Ridge Street,Vernon Boulevard,Queens,40.76687558318127,-73.93636433451319
,,Camelia Street,Vernon Boulevard,Queens,40.76861788731935,-73.93582013299132
,,Jamaica Avenue,Vernon Boulevard,Queens,40.76952086998577,-73.93523140589038
,,Broadway,Van Alst Avenue,Queens,40.76521847627676,-73.93169624721438
,,Broadway,Hopkins Avenue,Queens,40.7662912359016,-73.93366065252664
,,Broadway,Ely Avenue,Queens,40.764466268297575,-73.93038074804866
,,2nd Avenue,Broadway,Queens,40.76196557581933,-73.9253889901434
,,1st Avenue,Broadway,Queens,40.762357823346356,-73.926192030879
,,Academy Street,Broadway,Queens,40.76273222230846,-73.9269777448277
,,4th Avenue,Broadway,Queens,40.761244358730224,-73.92378755309927
,,3rd Avenue,Broadway,Queens,40.76161552967558,-73.92458852380463
,,5th Avenue,Broadway,Queens,40.76086997238853,-73.92300105631875
,,6th Avenue,Broadway,Queens,40.76047777539899,-73.92217466760351
,,7th Avenue,Broadway,Queens,40.76013163427172,-73.92138314880086
,,8th Avenue,Broadway,Queens,40.75974640779471,-73.92059568818178
,,9th Avenue,Broadway,Queens,40.75935334252946,-73.9197913174773
,,Broadway,Steinway Avenue,Queens,40.75899923212512,-73.91898127544428
,,11th Avenue,Broadway,Queens,40.75860404742761,-73.9181953610899
,,12th Avenue,Broadway,Queens,40.75824788829583,-73.91738497062657
,,13th Avenue,Broadway,Queens,40.75787275184154,-73.91659593156588
,,Broadway,Fourteenth Avenue,Queens,40.75749538146937,-73.91580219381905
,,15th Avenue,Broadway,Queens,40.75710827137509,-73.91498797013675
,,16th Avenue,Broadway,Queens,40.7567320529893,-73.91419665540757
,,17th Avenue,Broadway,Queens,40.756361070215775,-73.91341260064115
,,18th Avenue,Broadway,Queens,40.75597336306695,-73.91259319968859
,,19th Avenue,Broadway,Queens,40.755597928949264,-73.91179973721418
,,20th Avenue,Broadway,Queens,40.75523420223649,-73.91103101779328
,,Broadway,Old Newtown Road,Queens,40.755764552581596,-73.91215188847954
,,Ridge Street,Van Alst Avenue,Queens,40.764628688416764,-73.93226447311139
,,Hopkins Avenue,Ridge Street,Queens,40.765648784283556,-73.93410534922933
,,Ely Avenue,Ridge Street,Queens,40.763877228276264,-73.93086989471504
,,Crescent Street,Ridge Street,Queens,40.76283408669318,-73.92898991181413
,,Dey Street,Van Alst Avenue,Queens,40.7640093044819,-73.93286121308495
,,Dey Street,Ely Avenue,Queens,40.76329450678434,-73.9313537943906
,,Orange Street,Van Alst Avenue,Queens,40.763425217267816,-73.9334239467451
,,Hopkins Avenue,Orange Street,Queens,40.76415449316243,-73.93501116387583
,,Ely Avenue,Orange Street,Queens,40.762697513801164,-73.93184954530226
,,Camelia Street,Van Alst Avenue,Queens,40.76606131582373,-73.9308842209078
,,Lincoln Street,Van Alst Avenue,Queens,40.76666481685117,-73.93040679017446
,,Jamaica Avenue,Van Alst Avenue,Queens,40.76731966541635,-73.92984227705628
,,Flushing Avenue,Van Alst Avenue,Queens,40.77226681710407,-73.92590630146842
,,Astoria Place,Van Alst Avenue,Queens,40.775596854311935,-73.92275989081169
,,Van Alst Avenue,Woolsey Avenue,Queens,40.776617354383326,-73.92152117301762
,,Hoyt Avenue,Van Alst Avenue,Queens,40.77461453151851,-73.9239522677236
,,Potter Avenue,Van Alst Avenue,Queens,40.77869527757903,-73.91899891896847
,,Bermel Place,Van Alst Avenue,Queens,40.779286465356336,-73.91826924771864
,,Mcclellan Place,Van Alst Avenue,Queens,40.779935549079006,-73.91746811861998
,,Ditmars Avenue,Van Alst Avenue,Queens,40.780450472512925,-73.91683257634388
,,Van Alst Avenue,Wolcott Avenue,Queens,40.7822809276365,-73.91457898855973
,,Van Alst Avenue,Winthrop Avenue,Queens,40.78405014489166,-73.91240079454538
,,Camelia Street,Hopkins Avenue,Queens,40.76718287494671,-73.93292479076487
,,Hopkins Avenue,Jamaica Avenue,Queens,40.76827109753023,-73.9320266903599
,,Camelia Street,Ely Avenue,Queens,40.765364540606285,-73.92963481077885
,,Camelia Street,Crescent Street,Queens,40.764269807851676,-73.927605324943
,,Ely Avenue,Lincoln Street,Queens,40.76597088268719,-73.92914423761233
,,Ely Avenue,Jamaica Avenue,Queens,40.76671516894595,-73.92854205795459
,,Crescent Street,Jamaica Avenue,Queens,40.76573194687277,-73.92642723316511
,,2nd Avenue,Jamaica Avenue,Queens,40.76431939458379,-73.9234542020274
,,1st Avenue,Jamaica Avenue,Queens,40.764711265990975,-73.92427898274855
,,Academy Street,Jamaica Avenue,Queens,40.76507915083455,-73.92505327840016
,,4th Avenue,Jamaica Avenue,Queens,40.763586043654975,-73.92191070154023
,,3rd Avenue,Jamaica Avenue,Queens,40.7639512453391,-73.92267934988473
,,5th Avenue,Jamaica Avenue,Queens,40.763198134279186,-73.92109425979727
,,6th Avenue,Jamaica Avenue,Queens,40.76281616766522,-73.92028363630547
,,7th Avenue,Jamaica Avenue,Queens,40.762445211069334,-73.91949610243147
,,8th Avenue,Jamaica Avenue,Queens,40.76206808288262,-73.91869546638625
,,9th Avenue,Jamaica Avenue,Queens,40.76169854147496,-73.91791093693026
,,Jamaica Avenue,Steinway Avenue,Queens,40.761307940490696,-73.91708169838931
,,11th Avenue,Jamaica Avenue,Queens,40.76094689130453,-73.91630562546648
,,12th Avenue,Jamaica Avenue,Queens,40.760570608803285,-73.91549680863004
,,13th Avenue,Jamaica Avenue,Queens,40.76019735930726,-73.914694511219
,,Fourteenth Avenue,Jamaica Avenue,Queens,40.75983038210184,-73.91390569605656
,,15th Avenue,Jamaica Avenue,Queens,40.75944694617624,-73.9130815029801
,,16th Avenue,Jamaica Avenue,Queens,40.759079811122454,-73.91229234852364
,,17th Avenue,Jamaica Avenue,Queens,40.758708458235,-73.91149412786059
,,18th Avenue,Jamaica Avenue,Queens,40.75832344443902,-73.91066654316182
,,19th Avenue,Jamaica Avenue,Queens,40.757956887491694,-73.90988461948538
,,20th Avenue,Jamaica Avenue,Queens,40.757590840455585,-73.90910378352984
,,Jamaica Avenue,Old Newtown Road,Queens,40.76022195058631,-73.91474737001646
,,Crescent Street,Flushing Avenue,Queens,40.77133970125924,-73.92284700100937
,,Crescent Street,Woolsey Avenue,Queens,40.774928332628406,-73.91913028409188
,,Crescent Street,Hoyt Avenue,Queens,40.773032952888194,-73.92145792498971
,,Crescent Street,Potter Avenue,Queens,40.77701045219918,-73.91660539262669
,,Crescent Street,Ditmars Avenue,Queens,40.778771073411626,-73.9144346523972
,,Crescent Street,Wolcott Avenue,Queens,40.78061249329263,-73.91221224191958
,,Crescent Street,Winthrop Avenue,Queens,40.782361513842076,-73.91004781100732
,,Merchant Street,Woolsey Avenue,Queens,40.77445016637409,-73.9184451683104
,,Merchant Street,Potter Avenue,Queens,40.77652207986037,-73.91591159250265
,,Ditmars Avenue,Merchant Street,Queens,40.778287577280594,-73.91375270817562
,,Merchant Street,Wolcott Avenue,Queens,40.78012016560525,-73.91151179320946
,,Merchant Street,Winthrop Avenue,Queens,40.78187810874169,-73.90937422144866
,,Flushing Avenue,Goodrich Street,Queens,40.770959442270474,-73.92142498983222
,,Goodrich Street,Woolsey Avenue,Queens,40.77397003003475,-73.9177572297945
,,Goodrich Street,Hoyt Avenue,Queens,40.772063832207195,-73.92007952589191
,,Goodrich Street,Potter Avenue,Queens,40.7760388626775,-73.91522528259496
,,Ditmars Avenue,Goodrich Street,Queens,40.77780019332524,-73.9130696799766
,,Goodrich Street,Wolcott Avenue,Queens,40.77964036494903,-73.91082916706557
,,Goodrich Street,Winthrop Avenue,Queens,40.78138386155706,-73.90868552424068
,,2nd Avenue,Flushing Avenue,Queens,40.77007108122408,-73.91808236171029
,,2nd Avenue,Vandeventer Avenue,Queens,40.76841793697361,-73.91998285602969
,,2nd Avenue,Woolsey Avenue,Queens,40.7723030555721,-73.91536530084542
,,2nd Avenue,Winslow Place,Queens,40.768111968428705,-73.92033460481467
,,2nd Avenue,Hoyt Avenue,Queens,40.77038823034241,-73.91769628493547
,,2nd Avenue,Potter Avenue,Queens,40.77435766907077,-73.91286111963524
,,2nd Avenue,Ditmars Avenue,Queens,40.77612112614023,-73.91070494556354
,,2nd Avenue,Wolcott Avenue,Queens,40.77795640848347,-73.90846272149301
,,2nd Avenue,Shore Road,Queens,40.779318748604986,-73.9067983092183
,,Chauncey Street,Woolsey Avenue,Queens,40.77348744265026,-73.91706476883526
,,Chauncey Street,Potter Avenue,Queens,40.77555016695668,-73.91454103163254
,,Chauncey Street,Ditmars Avenue,Queens,40.77731199600807,-73.91238551191844
,,Chauncey Street,Wolcott Avenue,Queens,40.779152642551004,-73.91014377612284
,,Chauncey Street,Winthrop Avenue,Queens,40.78090992655571,-73.90800356812281
,,Flushing Avenue,Lawrence Street,Queens,40.77044328760685,-73.91949478509677
,,Lawrence Street,Woolsey Avenue,Queens,40.77300594027599,-73.91637386474893
,,Hoyt Avenue,Lawrence Street,Queens,40.77109483396537,-73.91870130094172
,,Lawrence Street,Potter Avenue,Queens,40.77506672740474,-73.91386414013424
,,Ditmars Avenue,Lawrence Street,Queens,40.776827176058205,-73.9117060769605
,,Lawrence Street,Wolcott Avenue,Queens,40.778662972423945,-73.90945564805784
,,Howland Street,Woolsey Avenue,Queens,40.77542676255258,-73.91983583485373
,,Howland Street,Hoyt Avenue,Queens,40.77353887455016,-73.92215101714454
,,Howland Street,Potter Avenue,Queens,40.7774971625987,-73.91729683173725
,,Ditmars Avenue,Howland Street,Queens,40.779264093935886,-73.91513003326503
,,Howland Street,Wolcott Avenue,Queens,40.781092283289986,-73.91289485289879
,,Flushing Avenue,North Henry Street,Queens,40.77079124656112,-73.92079600751828
,,Carver Street,Marc Place,Queens,40.7683788217906,-73.92124511244815
,,Carver Street,Flushing Avenue,Queens,40.770309231538526,-73.91899347090525
,,Chestnut Street,Flushing Avenue,Queens,40.769963540819944,-73.91753925458744
,,4th Avenue,Flushing Avenue,Queens,40.76978331330299,-73.91663163540613
,,5th Avenue,Flushing Avenue,Queens,40.76964571925429,-73.91583495641189
,,6th Avenue,Flushing Avenue,Queens,40.76948641448884,-73.91486927089568
,,7th Avenue,Flushing Avenue,Queens,40.76932675078581,-73.91389449478795
,,8th Avenue,Flushing Avenue,Queens,40.769167342224996,-73.91292101106711
,,9th Avenue,Flushing Avenue,Queens,40.76900868601548,-73.91195212184068
,,Flushing Avenue,Steinway Avenue,Queens,40.7688479196479,-73.91097034620135
,,11th Avenue,Flushing Avenue,Queens,40.76870084823312,-73.90999132510309
,,12th Avenue,Flushing Avenue,Queens,40.768551295175165,-73.90899578426837
,,Flushing Avenue,Purdy Street,Queens,40.76833425850398,-73.90756401415814
,,13th Avenue,Flushing Avenue,Queens,40.768405403680944,-73.90802461763404
,,Flushing Avenue,Fourteenth Avenue,Queens,40.768251381765666,-73.90702745897107
,,15th Avenue,Flushing Avenue,Queens,40.7681001116677,-73.90611435057502
,,16th Avenue,Flushing Avenue,Queens,40.76793667958242,-73.90512742370862
,,17th Avenue,Flushing Avenue,Queens,40.767774408408656,-73.9041475073063
,,18th Avenue,Flushing Avenue,Queens,40.76761293227773,-73.90317986978795
,,19th Avenue,Flushing Avenue,Queens,40.76743655020942,-73.90194326184077
,,Chestnut Street,Vandeventer Avenue,Queens,40.76801758390151,-73.91912812693343
,,4th Avenue,Vandeventer Avenue,Queens,40.767722732664204,-73.91849863774213
,,5th Avenue,Vandeventer Avenue,Queens,40.767351760013646,-73.91770663403231
,,6th Avenue,Vandeventer Avenue,Queens,40.76697851840343,-73.91690978623366
,,7th Avenue,Vandeventer Avenue,Queens,40.766604208530325,-73.91611065775969
,,8th Avenue,Vandeventer Avenue,Queens,40.766226606213365,-73.91530450012132
,,9th Avenue,Vandeventer Avenue,Queens,40.76585292581389,-73.91450718642488
,,Steinway Avenue,Vandeventer Avenue,Queens,40.76548185057689,-73.91371543432605
,,11th Avenue,Vandeventer Avenue,Queens,40.76510547733688,-73.91291237803718
,,12th Avenue,Vandeventer Avenue,Queens,40.76472667339579,-73.91210413543433
,,13th Avenue,Vandeventer Avenue,Queens,40.76435104295077,-73.91130266402483
,,Fourteenth Avenue,Vandeventer Avenue,Queens,40.76398236093438,-73.91052300252898
,,15th Avenue,Vandeventer Avenue,Queens,40.76359889198623,-73.90971223701386
,,16th Avenue,Vandeventer Avenue,Queens,40.76322463221939,-73.90892094240158
,,17th Avenue,Vandeventer Avenue,Queens,40.762843337763776,-73.90811477439969
,,18th Avenue,Vandeventer Avenue,Queens,40.762470286147426,-73.9073126913124
,,19th Avenue,Vandeventer Avenue,Queens,40.76210151834435,-73.90651981867757
,,20th Avenue,Vandeventer Avenue,Queens,40.76172708379193,-73.90571476219574
,,Steinway Avenue,Wilson Avenue,Queens,40.76796086687449,-73.91169375323278
,,11th Avenue,Wilson Avenue,Queens,40.76758118233687,-73.91088769393326
,,12th Avenue,Wilson Avenue,Queens,40.76720226405513,-73.91008326137285
,,13th Avenue,Wilson Avenue,Queens,40.766828031051084,-73.90928877552155
,,Fourteenth Avenue,Wilson Avenue,Queens,40.76645551810025,-73.9084979412935
,,15th Avenue,Wilson Avenue,Queens,40.76608217037341,-73.90770533486013
,,16th Avenue,Wilson Avenue,Queens,40.76570681544791,-73.90690640760468
,,17th Avenue,Wilson Avenue,Queens,40.76533333160822,-73.90611146287706
,,18th Avenue,Wilson Avenue,Queens,40.764958302435176,-73.90531322897206
,,19th Avenue,Wilson Avenue,Queens,40.76458966463926,-73.9045330851922
,,4th Avenue,Woolsey Avenue,Queens,40.77153992885293,-73.91429588814121
,,4th Avenue,Hoyt Avenue,Queens,40.769824240282524,-73.91680283360691
,,4th Avenue,Potter Avenue,Queens,40.77359781991804,-73.91178625140533
,,4th Avenue,Ditmars Avenue,Queens,40.7753641570306,-73.90963140937866
,,4th Avenue,Wolcott Avenue,Queens,40.77718968002376,-73.90738070647056
,,4th Avenue,Winthrop Avenue,Queens,40.77896380830969,-73.90520325322694
,,4th Avenue,Shore Road,Queens,40.77826847837392,-73.90605397914538
,,Barclay Street,Park Place,Queens,40.77592820768408,-73.9244547112064
,,Astoria Place,Barclay Street,Queens,40.77639306149062,-73.92388777131323
,,Barclay Street,Woolsey Avenue,Queens,40.777411633357126,-73.92264551188235
,,Barclay Street,Hoyt Avenue,Queens,40.775285557180936,-73.92523849355356
,,Barclay Street,Potter Avenue,Queens,40.77949416508961,-73.92013643901844
,,Barclay Street,Bermel Place,Queens,40.78008623309502,-73.91941054665119
,,Barclay Street,Ditmars Avenue,Queens,40.78126530355651,-73.91796485134833
,,Barclay Street,Wolcott Avenue,Queens,40.78309212093772,-73.91572493321496
,,6th Avenue,Woolsey Avenue,Queens,40.771033622361706,-73.91358637217179
,,7th Avenue,Woolsey Avenue,Queens,40.77052048154955,-73.91286727888128
,,8th Avenue,Woolsey Avenue,Queens,40.77004404780873,-73.91220768032979
,,9th Avenue,Woolsey Avenue,Queens,40.76950832352196,-73.9114659969995
,,Steinway Avenue,Woolsey Avenue,Queens,40.76900469654308,-73.9107687507776
,,6th Avenue,Potter Avenue,Queens,40.77308644611136,-73.9110645975611
,,6th Avenue,Ditmars Avenue,Queens,40.77485788013123,-73.90891340574532
,,6th Avenue,Wolcott Avenue,Queens,40.776685702849804,-73.9066670457759
,,7th Avenue,Potter Avenue,Queens,40.77258828922284,-73.91036159551263
,,7th Avenue,Ditmars Avenue,Queens,40.77436447341914,-73.90820893184087
,,7th Avenue,Wolcott Avenue,Queens,40.776189773383585,-73.90596478109873
,,7th Avenue,Winthrop Avenue,Queens,40.77796094139729,-73.90378718394219
,,7th Avenue,Riker Avenue,Queens,40.779776218304065,-73.90155535624433
,,7th Avenue,Shore Road,Queens,40.77697087339086,-73.90500444241734
,,8th Avenue,Potter Avenue,Queens,40.77208050897243,-73.90964501291697
,,8th Avenue,Ditmars Avenue,Queens,40.77385982186219,-73.90748840282492
,,8th Avenue,Wolcott Avenue,Queens,40.7756949725845,-73.90526411467923
,,8th Avenue,Winthrop Avenue,Queens,40.77746945470525,-73.90309319434111
,,8th Avenue,Shore Road,Queens,40.776364596056276,-73.90444489295876
,,9th Avenue,Potter Avenue,Queens,40.77160450903331,-73.9089667913298
,,9th Avenue,Ditmars Avenue,Queens,40.77337799199375,-73.9068004580516
,,9th Avenue,Wolcott Avenue,Queens,40.77520441534118,-73.90456945737898
,,9th Avenue,Winthrop Avenue,Queens,40.776972571989376,-73.90239158544031
,,9th Avenue,Riker Avenue,Queens,40.77877814683926,-73.9001676247959
,,9th Avenue,Shore Road,Queens,40.77583961749549,-73.90378706688848
,,Potter Avenue,Steinway Avenue,Queens,40.771080873303326,-73.90822069657916
,,Ditmars Avenue,Steinway Avenue,Queens,40.772858846617645,-73.90605923511903
,,Steinway Avenue,Wolcott Avenue,Queens,40.77468392621072,-73.90383412914879
,,Steinway Avenue,Winthrop Avenue,Queens,40.77645930355843,-73.90166683956336
,,Riker Avenue,Steinway Avenue,Queens,40.778274499994964,-73.89945186972132
,,Shore Road,Steinway Avenue,Queens,40.77532183745946,-73.90304911566938
,,11th Avenue,Old Newtown Road,Queens,40.762350877785984,-73.9151575441228
,,11th Avenue,Potter Avenue,Queens,40.77057817020504,-73.90750068211274
,,11th Avenue,Ditmars Avenue,Queens,40.772347911710106,-73.90534360399697
,,11th Avenue,Wolcott Avenue,Queens,40.77416902523995,-73.90310669566861
,,11th Avenue,Winthrop Avenue,Queens,40.77593977449867,-73.90093165073081
,,11th Avenue,Riker Avenue,Queens,40.77776003738749,-73.89872074388154
,,11th Avenue,Shore Road,Queens,40.774811609073055,-73.90231739774491
,,12th Avenue,Old Newtown Road,Queens,40.76125600065451,-73.91493731485852
,,Potter Avenue,Theodore Street,Queens,40.770067949687714,-73.90676990055442
,,Ditmars Avenue,Theodore Street,Queens,40.77183267380932,-73.90462194597042
,,Theodore Street,Wolcott Avenue,Queens,40.77365902077586,-73.9023861797961
,,Theodore Street,Winthrop Avenue,Queens,40.77543581096415,-73.9002184887707
