SPECIFIC_MATERIAL_TYPE,SOURCE_DESCRIPTION,STANDARD_REFERENCE,CREATOR,ITEM_PAGE_PLATE,IMAGE_Permalink,DIGITAL_ID,SOURCE,LOCATION,ALTERNATE_TITLE,PUBLISHED_DATE,RECORD_ID,Borough,Address,Full Address,IMAGE_TITLE,IMG_URL,CREATED_DATE,DEPICTED_DATE,MEDIUM,ITEM_PHYSICAL_DESCRIPTION,CREATED_DATES,ALTERNATE_SOURCE_TITLE
,,0630-D3; 0630-D2,,,http://digitalgallery.nypl.org/nypldigital/id?715006f,715006f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404804,Manhattan,108th Street (West) & Broadway,"108th Street (West) & Broadway, Manhattan, NY",Manhattan: 108th Street (West) - Broadway,http://images.nypl.org/index.php?id=715006f&t=w,1937,,,,,
,,0630-D1; 0630-C5,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?715005f,715005f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404803,Manhattan,108th Street (West) & Columbus Avenue,"108th Street (West) & Columbus Avenue, Manhattan, NY",Manhattan: 108th Street (West) - Columbus Avenue,http://images.nypl.org/index.php?id=715005f&t=w,,,,,,
,,0972-C5; 0972-C7; 0972-C6,"Bogert, Walter L.--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?722924f,722924f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,412726,Manhattan,108th Street & 167th Street,"108th Street & 167th Street, Manhattan, NY",Manhattan: 108th Street - 167th Street,http://images.nypl.org/index.php?id=722924f&t=w,1921,,,,,
,,0630-C2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?715002f,715002f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404800,Manhattan,108th Street & Lexington Avenue,"108th Street & Lexington Avenue, Manhattan, NY",Manhattan: 108th Street - Lexington Avenue,http://images.nypl.org/index.php?id=715002f&t=w,1928,,,,,
,,0630-C3,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?715003f,715003f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404801,Manhattan,108th Street & Park Avenue,"108th Street & Park Avenue, Manhattan, NY",Manhattan: 108th Street - Park Avenue,http://images.nypl.org/index.php?id=715003f&t=w,,,,,,
,,0630-C4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?715004f,715004f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404802,Manhattan,108th Street & Park Avenue,"108th Street & Park Avenue, Manhattan, NY",Manhattan: 108th Street - Park Avenue,http://images.nypl.org/index.php?id=715004f&t=w,1941,,,,,
,,1371-F2,"Alland, Alexander--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?732242f,732242f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy","[Manhattan: Mott Street.];)  

							

								[These Chinese characters say, ""Do not do to others what you do not wish them to do to you.""]",,422062,Manhattan,,"109 Mott Street, Manhattan, NY",Newspapers - China Daily News Series No. 13.,http://images.nypl.org/index.php?id=732242f&t=w,1940,,,,,
photographs,813 photographs : b&w ; 21 x 26 cm. and smaller.,Wurts Bros. Negative #811918,Wurts Brothers--Photographer,W471,http://digitalgallery.nypl.org/nypldigital/id?1557895,1557895,"[Collection of photographs of New York City.] / [Wurts Brothers, photographer] / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",Before renovation,,1041315,", Manhattan",109-111 Division Street - Pike Street,"109-111 Division Street - Pike Street, Manhattan, NY",109-111 Division Street - Pike Street,http://images.nypl.org/index.php?id=1557895&t=w,"Jan. 11, 1934",,,,,
photographs,813 photographs : b&w ; 21 x 26 cm. and smaller.,Wurts Bros. Negative #812113,Wurts Brothers--Photographer,W470,http://digitalgallery.nypl.org/nypldigital/id?1557894,1557894,"[Collection of photographs of New York City.] / [Wurts Brothers, photographer] / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",Interior - Otis Elevator - after renovation,,1041314,", Manhattan",109-111 Division Street - Pike Street,"109-111 Division Street - Pike Street, Manhattan, NY",109-111 Division Street - Pike Street,http://images.nypl.org/index.php?id=1557894&t=w,,,,,,
photographs,813 photographs : b&w ; 21 x 26 cm. and smaller.,Wurts Bros. Negative #807025,Wurts Brothers--Photographer,W264,http://digitalgallery.nypl.org/nypldigital/id?1558270,1558270,"[Collection of photographs of New York City.] / [Wurts Brothers, photographer] / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",Steinway Hall,,1041752,", Manhattan",109-113 West 57th Street (Sixth Avenue - Seventh Avenue),"109-113 West 57th Street (Sixth Avenue - Seventh Avenue), Manhattan, NY",109-113 West 57th Street (Sixth Avenue - Seventh Avenue),http://images.nypl.org/index.php?id=1558270&t=w,,,,,,
,,1090-F2; 1090-F1,,,http://digitalgallery.nypl.org/nypldigital/id?725778f,725778f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,415588,,109th Avenue - 128th Street,"109th Avenue & 128th Street, Queens, NY",Queens: 109th Avenue - 128th Street,http://images.nypl.org/index.php?id=725778f&t=w,1922,,,,,
,,1090-E5; 1090-E7; 1090-E6,,,http://digitalgallery.nypl.org/nypldigital/id?725777f,725777f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,415587,,109th Avenue - 130th Street,"109th Avenue & 130th Street, Queens, NY",Queens: 109th Avenue - 130th Street,http://images.nypl.org/index.php?id=725777f&t=w,1922,,,,,
,,1090-F3; 1090-F6; 1090-F5; 1090-F4,,,http://digitalgallery.nypl.org/nypldigital/id?725779f,725779f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,415589,,109th Avenue - Pinegrove Street,"109th Avenue & Pinegrove Street, Queens, NY",Queens: 109th Avenue - Pinegrove Street,http://images.nypl.org/index.php?id=725779f&t=w,,,,,,
,,1090-F7,,,http://digitalgallery.nypl.org/nypldigital/id?725780f,725780f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,415590,,109th Avenue - Pinegrove Street,"109th Avenue & Pinegrove Street, Queens, NY",Queens: 109th Avenue - Pinegrove Street,http://images.nypl.org/index.php?id=725780f&t=w,,,,,,
,,1091-A8,,,http://digitalgallery.nypl.org/nypldigital/id?725784f,725784f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,415594,,109th Road - 191st Street,"109th Road & 191st Street, Queens, NY",Queens: 109th Road - 191st Street,http://images.nypl.org/index.php?id=725784f&t=w,1923,,,,,
,,1091-B1,,,http://digitalgallery.nypl.org/nypldigital/id?725785f,725785f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,415595,,109th Road - 191st Street,"109th Road & 191st Street, Queens, NY",Queens: 109th Road - 191st Street,http://images.nypl.org/index.php?id=725785f&t=w,1931?,,,,,
,,1091-B2,,,http://digitalgallery.nypl.org/nypldigital/id?725786f,725786f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,415596,,109th Road - 191st Street,"109th Road & 191st Street, Queens, NY",Queens: 109th Road - 191st Street,http://images.nypl.org/index.php?id=725786f&t=w,1931,,,,,
,,1091-B4; 1091-B3,,,http://digitalgallery.nypl.org/nypldigital/id?725787f,725787f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,415597,,109th Road - 194th Street,"109th Road & 194th Street, Queens, NY",Queens: 109th Road - 194th Street,http://images.nypl.org/index.php?id=725787f&t=w,,,,,,
,,1091-A2; 1091-A1,,,http://digitalgallery.nypl.org/nypldigital/id?725781f,725781f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,415591,,109th Road - Farmers Boulevard,"109th Road & Farmers Boulevard, Queens, NY",Queens: 109th Road - Farmers Boulevard,http://images.nypl.org/index.php?id=725781f&t=w,1922,,,,,
,,1091-A3; 1091-A5; 1091-A4,,,http://digitalgallery.nypl.org/nypldigital/id?725782f,725782f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,415592,,109th Road - Farmers Boulevard,"109th Road & Farmers Boulevard, Queens, NY",Queens: 109th Road - Farmers Boulevard,http://images.nypl.org/index.php?id=725782f&t=w,1922,,,,,
,,1091-A7; 1091-A6,,,http://digitalgallery.nypl.org/nypldigital/id?725783f,725783f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,415593,,109th Road - Farmers Boulevard,"109th Road & Farmers Boulevard, Queens, NY",Queens: 109th Road - Farmers Boulevard,http://images.nypl.org/index.php?id=725783f&t=w,1922,,,,,
,,0630-D5,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?715008f,715008f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404806,Manhattan,109th Street (East) & 1st Avenue,"109th Street (East) & 1st Avenue, Manhattan, NY",Manhattan: 109th Street (East) - 1st Avenue,http://images.nypl.org/index.php?id=715008f&t=w,,,,,,
,,0630-D6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?715009f,715009f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404807,Manhattan,109th Street (East) & 2nd Avenue,"109th Street (East) & 2nd Avenue, Manhattan, NY",Manhattan: 109th Street (East) - 2nd Avenue,http://images.nypl.org/index.php?id=715009f&t=w,,,,,,
,,0630-E1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?715010f,715010f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404808,Manhattan,109th Street (East) & 2nd Avenue,"109th Street (East) & 2nd Avenue, Manhattan, NY",Manhattan: 109th Street (East) - 2nd Avenue,http://images.nypl.org/index.php?id=715010f&t=w,1937,,,,,
,,0630-E2,,,http://digitalgallery.nypl.org/nypldigital/id?715011f,715011f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404809,Manhattan,109th Street (East) & 2nd Avenue,"109th Street (East) & 2nd Avenue, Manhattan, NY",Manhattan: 109th Street (East) - 2nd Avenue,http://images.nypl.org/index.php?id=715011f&t=w,1920,,,,,
,,0630-E3,,,http://digitalgallery.nypl.org/nypldigital/id?715012f,715012f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404810,Manhattan,109th Street (East) & 2nd Avenue,"109th Street (East) & 2nd Avenue, Manhattan, NY",Manhattan: 109th Street (East) - 2nd Avenue,http://images.nypl.org/index.php?id=715012f&t=w,1920,,,,,
,,0630-F3,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?715016f,715016f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404814,Manhattan,109th Street (East) & Madison Avenue,"109th Street (East) & Madison Avenue, Manhattan, NY",Manhattan: 109th Street (East) - Madison Avenue,http://images.nypl.org/index.php?id=715016f&t=w,1941,,,,,
,,0833-B5; 0833-B7; 0833-B6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?719599f,719599f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,409400,Manhattan,109th Street (East) & Madison Avenue,"109th Street (East) & Madison Avenue, Manhattan, NY",Manhattan: 109th Street (East) - Madison Avenue,http://images.nypl.org/index.php?id=719599f&t=w,1936,,,,,
,,0630-E5; 0630-E4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?715013f,715013f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404811,Manhattan,109th Street (East) & Park Avenue,"109th Street (East) & Park Avenue, Manhattan, NY",Manhattan: 109th Street (East) - Park Avenue,http://images.nypl.org/index.php?id=715013f&t=w,,,,,,
,,0630-D4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?715007f,715007f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404805,Manhattan,109th Street (East) & Pleasent Avenue,"109th Street (East) & Pleasent Avenue, Manhattan, NY",Manhattan: 109th Street (East) - Pleasent Avenue,http://images.nypl.org/index.php?id=715007f&t=w,,,,,,
Photographs,1696 photographs : b&w and col. ; various sizes,,,S0966,http://digitalgallery.nypl.org/nypldigital/id?1508379,1508379,"Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library. Supplement.  / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,10/14/21,772492,", Manhattan","109th Street (East) #236, looking west","109th Street (East) #236, looking west, Manhattan, NY","109th Street (East) #236, looking west",http://images.nypl.org/index.php?id=1508379&t=w,,,,,,
,,0630-F4,,,http://digitalgallery.nypl.org/nypldigital/id?715017f,715017f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404815,Manhattan,109th Street (West) & Amsterdam Avenue,"109th Street (West) & Amsterdam Avenue, Manhattan, NY",Manhattan: 109th Street (West) - Amsterdam Avenue,http://images.nypl.org/index.php?id=715017f&t=w,,,,,,
,,0630-F5,,,http://digitalgallery.nypl.org/nypldigital/id?715018f,715018f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404816,Manhattan,109th Street (West) & Broadway,"109th Street (West) & Broadway, Manhattan, NY",Manhattan: 109th Street (West) - Broadway,http://images.nypl.org/index.php?id=715018f&t=w,1920,,,,,
,,0630-F6,,,http://digitalgallery.nypl.org/nypldigital/id?715019f,715019f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404817,Manhattan,109th Street (West) & Riverside Drive,"109th Street (West) & Riverside Drive, Manhattan, NY",Manhattan: 109th Street (West) - Riverside Drive,http://images.nypl.org/index.php?id=715019f&t=w,,,,,,
,,0630-E6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?715014f,715014f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404812,Manhattan,109th Street & Madison Avenue,"109th Street & Madison Avenue, Manhattan, NY",Manhattan: 109th Street - Madison Avenue,http://images.nypl.org/index.php?id=715014f&t=w,1942,,,,,
,,0630-F2; 0630-F1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?715015f,715015f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,404813,Manhattan,109th Street & Madison Avenue,"109th Street & Madison Avenue, Manhattan, NY",Manhattan: 109th Street - Madison Avenue,http://images.nypl.org/index.php?id=715015f&t=w,,,,,,
,,1424-C1,,,http://digitalgallery.nypl.org/nypldigital/id?733490f,733490f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 109th Street.],,423310,,,"109th Street, Manhattan, N.Y.",Transportation - Subway construction.,http://images.nypl.org/index.php?id=733490f&t=w,1928,,,,,
,,0816-B3,"Chinn, George D.--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?719255f,719255f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,409056,Manhattan,10th Avenue & 11th Avenue,"10th Avenue & 11th Avenue, Manhattan, NY",Manhattan: 10th Avenue - 11th Avenue,http://images.nypl.org/index.php?id=719255f&t=w,"1938; 

							

								n.d",,,,,
,,0419-A5,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710453f,710453f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400244,Manhattan,10th Avenue & 13th and 14th Streets,"10th Avenue & 13th and 14th Streets, Manhattan, NY",Manhattan: 10th Avenue - 13th and 14th Streets,http://images.nypl.org/index.php?id=710453f&t=w,,,,,,
,,0419-B2; 0419-B1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710454f,710454f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400245,Manhattan,10th Avenue & 13th Street,"10th Avenue & 13th Street, Manhattan, NY",Manhattan: 10th Avenue - 13th Street,http://images.nypl.org/index.php?id=710454f&t=w,1929,,,,,
,,0419-B4; 0419-B3,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710455f,710455f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400246,Manhattan,10th Avenue & 13th Street,"10th Avenue & 13th Street, Manhattan, NY",Manhattan: 10th Avenue - 13th Street,http://images.nypl.org/index.php?id=710455f&t=w,"1932; 

							

								1937",,,,,
,,1061-E4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?724995f,724995f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,414799,,10th Avenue - 147th Street,"10th Avenue & 147th Street, Queens, NY",Queens: 10th Avenue - 147th Street,http://images.nypl.org/index.php?id=724995f&t=w,,,,,,
,,0419-B9,Standard Photographic Service--Photographer,,http://digitalgallery.nypl.org/nypldigital/id?710458f,710458f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400249,Manhattan,10th Avenue & 14th Street (West),"10th Avenue & 14th Street (West), Manhattan, NY",Manhattan: 10th Avenue - 14th Street (West),http://images.nypl.org/index.php?id=710458f&t=w,1924,,,,,
,,0419-C2; 0419-C1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710459f,710459f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400250,Manhattan,10th Avenue & 14th Street (West),"10th Avenue & 14th Street (West), Manhattan, NY",Manhattan: 10th Avenue - 14th Street (West),http://images.nypl.org/index.php?id=710459f&t=w,1937,,,,,
,,0419-B6; 0419-B5,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710456f,710456f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400247,Manhattan,10th Avenue & 14th Street,"10th Avenue & 14th Street, Manhattan, NY",Manhattan: 10th Avenue - 14th Street,http://images.nypl.org/index.php?id=710456f&t=w,"1930; 

							

								1933",,,,,
,,0419-B8; 0419-B7,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710457f,710457f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400248,Manhattan,10th Avenue & 14th Street,"10th Avenue & 14th Street, Manhattan, NY",Manhattan: 10th Avenue - 14th Street,http://images.nypl.org/index.php?id=710457f&t=w,"1932; 

							

								1933",,,,,
,,0419-C3; 0419-C5; 0419-C4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710460f,710460f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400251,Manhattan,10th Avenue & 14th Street,"10th Avenue & 14th Street, Manhattan, NY",Manhattan: 10th Avenue - 14th Street,http://images.nypl.org/index.php?id=710460f&t=w,"1933; 

							

								1935",,,,,
,,0419-C6; 0419-C8; 0419-C7,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710461f,710461f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400252,Manhattan,10th Avenue & 14th Street,"10th Avenue & 14th Street, Manhattan, NY",Manhattan: 10th Avenue - 14th Street,http://images.nypl.org/index.php?id=710461f&t=w,1928,,,,,
,,1061-E5,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?724996f,724996f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,414800,,10th Avenue - 153rd Street,"10th Avenue & 153rd Street, Queens, NY",Queens: 10th Avenue - 153rd Street,http://images.nypl.org/index.php?id=724996f&t=w,,,,,,
,,1061-F1; 1061-F3; 1061-F2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?724997f,724997f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,414801,,10th Avenue - 153rd Street,"10th Avenue & 153rd Street, Queens, NY",Queens: 10th Avenue - 153rd Street,http://images.nypl.org/index.php?id=724997f&t=w,1932,,,,,
,,1061-F4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?724998f,724998f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,414802,,10th Avenue - 154th Street,"10th Avenue & 154th Street, Queens, NY",Queens: 10th Avenue - 154th Street,http://images.nypl.org/index.php?id=724998f&t=w,1932,,,,,
,,0419-C9,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710462f,710462f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400253,Manhattan,10th Avenue & 15th Street,"10th Avenue & 15th Street, Manhattan, NY",Manhattan: 10th Avenue - 15th Street,http://images.nypl.org/index.php?id=710462f&t=w,1933,,,,,
,,0419-C10,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710463f,710463f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400254,Manhattan,10th Avenue & 15th Street,"10th Avenue & 15th Street, Manhattan, NY",Manhattan: 10th Avenue - 15th Street,http://images.nypl.org/index.php?id=710463f&t=w,1933,,,,,
,,0419-D2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710465f,710465f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400256,Manhattan,10th Avenue & 15th Street,"10th Avenue & 15th Street, Manhattan, NY",Manhattan: 10th Avenue - 15th Street,http://images.nypl.org/index.php?id=710465f&t=w,1933,,,,,
,,0419-D1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710464f,710464f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400255,Manhattan,10th Avenue & 16th Street,"10th Avenue & 16th Street, Manhattan, NY",Manhattan: 10th Avenue - 16th Street,http://images.nypl.org/index.php?id=710464f&t=w,1933,,,,,
,,0419-D4; 0419-D3,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710466f,710466f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400257,Manhattan,10th Avenue & 16th Street,"10th Avenue & 16th Street, Manhattan, NY",Manhattan: 10th Avenue - 16th Street,http://images.nypl.org/index.php?id=710466f&t=w,"1932; 

							

								1933",,,,,
,,0419-D6; 0419-D5,,,http://digitalgallery.nypl.org/nypldigital/id?710467f,710467f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400258,Manhattan,10th Avenue & 16th Street,"10th Avenue & 16th Street, Manhattan, NY",Manhattan: 10th Avenue - 16th Street,http://images.nypl.org/index.php?id=710467f&t=w,1917,,,,,
,,0419-D7,,,http://digitalgallery.nypl.org/nypldigital/id?710468f,710468f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400259,Manhattan,10th Avenue & 16th Street,"10th Avenue & 16th Street, Manhattan, NY",Manhattan: 10th Avenue - 16th Street,http://images.nypl.org/index.php?id=710468f&t=w,1917,,,,,
,,0419-E1,,,http://digitalgallery.nypl.org/nypldigital/id?710469f,710469f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400260,Manhattan,10th Avenue & 16th Street,"10th Avenue & 16th Street, Manhattan, NY",Manhattan: 10th Avenue - 16th Street,http://images.nypl.org/index.php?id=710469f&t=w,1918,,,,,
