SPECIFIC_MATERIAL_TYPE,SOURCE_DESCRIPTION,STANDARD_REFERENCE,CREATOR,ITEM_PAGE_PLATE,IMAGE_Permalink,DIGITAL_ID,SOURCE,LOCATION,ALTERNATE_TITLE,PUBLISHED_DATE,RECORD_ID,Borough,Address,Full Address,IMAGE_TITLE,IMG_URL,CREATED_DATE,DEPICTED_DATE,MEDIUM,ITEM_PHYSICAL_DESCRIPTION,CREATED_DATES,ALTERNATE_SOURCE_TITLE
,,0694-A1,,,http://digitalgallery.nypl.org/nypldigital/id?716362f,716362f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,406161,Manhattan,??Amsterdam Avenue & 179th Street (West),"??Amsterdam Avenue & 179th Street (West), Manhattan, NY",??Manhattan: Amsterdam Avenue - 179th Street (West),http://images.nypl.org/index.php?id=716362f&t=w,1936,,,,,
,,0694-D5,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?716380f,716380f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,406179,Manhattan,??Amsterdam Avenue & 193rd Street,"??Amsterdam Avenue & 193rd Street, Manhattan, NY",??Manhattan: Amsterdam Avenue - 193rd Street,http://images.nypl.org/index.php?id=716380f&t=w,,,,,,
,,0692-B3,"Balgue, George L.--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?716312f,716312f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,406110,Manhattan,??Amsterdam Avenue & La Salle Street,"??Amsterdam Avenue & La Salle Street, Manhattan, NY",??Manhattan: Amsterdam Avenue - La Salle Street,http://images.nypl.org/index.php?id=716312f&t=w,1927,,,,,
,,0695-A3,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?716383f,716383f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,406182,Manhattan,??Ann Street & Nassau Street,"??Ann Street & Nassau Street, Manhattan, NY",??Manhattan: Ann Street - Nassau Street,http://images.nypl.org/index.php?id=716383f&t=w,,,,,,
,,0695-A4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?716384f,716384f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,406183,Manhattan,??Astor Court & 33rd Street (West),"??Astor Court & 33rd Street (West), Manhattan, NY",??Manhattan: Astor Court - 33rd Street (West),http://images.nypl.org/index.php?id=716384f&t=w,1929,,,,,
,,0696-A3; 0696-A5; 0696-A4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?716397f,716397f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,406196,Manhattan,??Audubon Avenue & 167th Street (West),"??Audubon Avenue & 167th Street (West), Manhattan, NY",??Manhattan: Audubon Avenue - 167th Street (West),http://images.nypl.org/index.php?id=716397f&t=w,"1937; 

							

								1940",,,,,
,,0696-F1; 0696-F3; 0696-F2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?716417f,716417f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,406216,Manhattan,??Audubon Avenue & 193rd Street,"??Audubon Avenue & 193rd Street, Manhattan, NY",??Manhattan: Audubon Avenue - 193rd Street,http://images.nypl.org/index.php?id=716417f&t=w,1927,,,,,
,,0671-A4; 0671-A3,,,http://digitalgallery.nypl.org/nypldigital/id?715865f,715865f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,405663,Manhattan,??Avenue A & 10th Street (East),"??Avenue A & 10th Street (East), Manhattan, NY",??Manhattan: Avenue A - 10th Street (East),http://images.nypl.org/index.php?id=715865f&t=w,1937,,,,,
,,0671-A5,,,http://digitalgallery.nypl.org/nypldigital/id?715866f,715866f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,405664,Manhattan,??Avenue A & 12th Street (East),"??Avenue A & 12th Street (East), Manhattan, NY",??Manhattan: Avenue A - 12th Street (East),http://images.nypl.org/index.php?id=715866f&t=w,1937,,,,,
,,0671-B6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?715870f,715870f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,405668,Manhattan,??Avenue A & 20th Street,"??Avenue A & 20th Street, Manhattan, NY",??Manhattan: Avenue A - 20th Street,http://images.nypl.org/index.php?id=715870f&t=w,1929,,,,,
,,0697-B2; 0697-B1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?716422f,716422f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,406221,Manhattan,??Avenue B & 8th Street,"??Avenue B & 8th Street, Manhattan, NY",??Manhattan: Avenue B - 8th Street,http://images.nypl.org/index.php?id=716422f&t=w,"1928; 

							

								1935",,,,,
,,0697-F1,,,http://digitalgallery.nypl.org/nypldigital/id?716441f,716441f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,406240,Manhattan,??Bank Street & West Street,"??Bank Street & West Street, Manhattan, NY",??Manhattan: Bank Street - West Street,http://images.nypl.org/index.php?id=716441f&t=w,1936,,,,,
,,0698-F1; 0698-F3; 0698-F2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?716463f,716463f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,406262,Manhattan,??Barclay Street & Church Street,"??Barclay Street & Church Street, Manhattan, NY",??Manhattan: Barclay Street - Church Street,http://images.nypl.org/index.php?id=716463f&t=w,"1928; 

							

								1933; 

							

								1935",,,,,
,,0699-A2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?716467f,716467f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,406266,Manhattan,??Barrow Street & 7th Avenue South,"??Barrow Street & 7th Avenue South, Manhattan, NY",??Manhattan: Barrow Street - 7th Avenue South,http://images.nypl.org/index.php?id=716467f&t=w,1929,,,,,
,,0699-D5; 0699-D4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?716481f,716481f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,406280,Manhattan,??Barrow Street & West Street,"??Barrow Street & West Street, Manhattan, NY",??Manhattan: Barrow Street - West Street,http://images.nypl.org/index.php?id=716481f&t=w,1940,,,,,
,,0801-F4,,,http://digitalgallery.nypl.org/nypldigital/id?718925f,718925f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,408726,Manhattan,??Park Row & Broadway,"??Park Row & Broadway, Manhattan, NY",??Manhattan: Park Row - Broadway,http://images.nypl.org/index.php?id=718925f&t=w,,,,,,
,,1432-B8; 1432-B7,"Balgue, George L.--Photographer;Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733672f,733672f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423492,Bronx,.,"., Bronx, NY",Bronx River -- Bronx.,http://images.nypl.org/index.php?id=733672f&t=w,"1928; 

							

								1938",,,,,
printed_text,"298, ii p. : ill., plans ; 35 cm.",,,56,http://digitalgallery.nypl.org/nypldigital/id?464740,464740,Apartment houses of the metropolis.,"Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,286940,,,"(southeast corner of Riverside Drive and 79th Street)., Manhattan, NY","The Riverdale, (southeast corner of Riverside Drive and 79th Street).",http://images.nypl.org/index.php?id=464740&t=w,,,,,,
,,1454-C7; 1454-C6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?734215f,734215f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,424035,,[107th Street (East).],"[107th Street (East).] Harlem River, Manhattan, NY",Harlem River - Manhattan - [107th Street (East).],http://images.nypl.org/index.php?id=734215f&t=w,"1936; 

							

								1939",,,,,
,,1448-A3; 1448-A2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?734037f,734037f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423857,,[Bronx shoreline - 135th Street - 149th Street (East).],"[Bronx shoreline - 135th Street - 149th Street (East).], Bronx, NY",East River - Shore and skyline - [Bronx shoreline - 135th Street - 149th Street (East).],http://images.nypl.org/index.php?id=734037f&t=w,"1930; 

							

								1936",,,,,
,,1438-E1,,,http://digitalgallery.nypl.org/nypldigital/id?733836f,733836f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423656,,[Brooklyn Bridge -Early shipping.],"[Brooklyn Bridge -Early shipping.], Manhattan, NY",East River - River scenes - [Brooklyn Bridge -Early shipping.],http://images.nypl.org/index.php?id=733836f&t=w,1884,,,,,
,,1438-A2; 1438-A1,,,http://digitalgallery.nypl.org/nypldigital/id?733818f,733818f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423638,,[Brooklyn Bridge and shipping.],"[Brooklyn Bridge and shipping.], Manhattan, NY",East River - River scenes - [Brooklyn Bridge and shipping.],http://images.nypl.org/index.php?id=733818f&t=w,1900?,,,,,
,,1438-E2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733837f,733837f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423657,,"[Brooklyn Bridge section of lower Manhattan, comprising an industrial are overshadowed by civic, commercial, and publishing structures.]","[Brooklyn Bridge section of lower Manhattan, comprising an industrial are overshadowed by civic, commercial, and publishing structures.], Manhattan, NY","East River - Shore and skyline - [Brooklyn Bridge section of lower Manhattan, comprising an industrial are overshadowed by civic, commercial, and publishing structures.]",http://images.nypl.org/index.php?id=733837f&t=w,1939,,,,,
,,1441-E7; 1441-E6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733912f,733912f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423732,,[Docks of New Amsterdam in Manhattan.],"[Docks of New Amsterdam in Manhattan.], Manhattan, NY",East River - River scenes - [Docks of New Amsterdam in Manhattan.],http://images.nypl.org/index.php?id=733912f&t=w,1923,,,,,
,,1441-E8,,,http://digitalgallery.nypl.org/nypldigital/id?733913f,733913f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423733,,[Docks of New Amsterdam in Manhattan.],"[Docks of New Amsterdam in Manhattan.], Manhattan, NY",East River - [Docks of New Amsterdam in Manhattan.],http://images.nypl.org/index.php?id=733913f&t=w,n.d,,,,,
,,1435-D7,"Brown Brothers (New York, N.Y.)--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733755f,733755f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423575,,[Freight congested waterfront on the east side of New York.],"[Freight congested waterfront on the east side of New York.], Manhattan, NY",East River - Shore and skyline - [Freight congested waterfront on the east side of New York.],http://images.nypl.org/index.php?id=733755f&t=w,n.d,,,,,
,,1471-C8; 1471-C7,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?734623f,734623f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 195th Street (West) - Dyckman Street.],,424443,,[Inwood Hill Park.],"[Inwood Hill Park.], Hudson River, Manhattan, NY",North (Hudson) River - [Inwood Hill Park.],http://images.nypl.org/index.php?id=734623f&t=w,1936,,,,,
,,1391-E5,,,http://digitalgallery.nypl.org/nypldigital/id?732730f,732730f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Joan of Arc Junior High School.],,422550,,,"[Junior High] School No. 118., Manhattan, N.Y.",Public Schools - Manhattan - [Junior High] School No. 118.,http://images.nypl.org/index.php?id=732730f&t=w,n.d,,,,,
,,1391-F2,,,http://digitalgallery.nypl.org/nypldigital/id?732732f,732732f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Joan of Arc Junior High School.],,422552,,,"[Junior High] School No. 118., Manhattan, N.Y.",Public Schools - Manhattan - [Junior High] School No. 118.,http://images.nypl.org/index.php?id=732732f&t=w,n.d,,,,,
,,1391-F3,,,http://digitalgallery.nypl.org/nypldigital/id?732733f,732733f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Joan of Arc Junior High School.],,422553,,,"[Junior High] School No. 118., Manhattan, N.Y.",Public Schools - Manhattan - [Junior High] School No. 118.,http://images.nypl.org/index.php?id=732733f&t=w,n.d,,,,,
,,0475-C2,"Lincoln, F. S.--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?711722f,711722f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 23rd Street (West)  - Between 9th and 10th Avenues.],,401520,Manhattan,[London Terrace & Typical one room apartment (interior).],"[London Terrace & Typical one room apartment (interior).], Manhattan, NY",Manhattan: [London Terrace - Typical one room apartment (interior).],http://images.nypl.org/index.php?id=711722f&t=w,n.d,,,,,
,,1464-E2; 1464-E1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?734445f,734445f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,424265,,[Lower New York skyline - Bank of Manhattan - Irving Trust Company - New York Telephone Company - Singer Manufacturing Company - Woolworth Building.],"[Lower New York skyline - Bank of Manhattan - Irving Trust Company - New York Telephone Company - Singer Manufacturing Company - Woolworth Building.], Hudson River, Manhattan, NY",North (Hudson) River - [Lower New York skyline - Bank of Manhattan - Irving Trust Company - New York Telephone Company - Singer Manufacturing Company - Woolworth Building.],http://images.nypl.org/index.php?id=734445f&t=w,"1931; 

							

								1937",,,,,
,,1464-E4; 1464-E3,"Lucas, W. A.--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?734446f,734446f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,424266,,[Lower New York skyline - Bank of Manhattan - Irving Trust Company - West Street Building - City Bank-Farmers Trust Company - Downtown Athletic Club - Standard Oil Company - Woolworth Building - Whitehall Building.],"[Lower New York skyline - Bank of Manhattan - Irving Trust Company - West Street Building - City Bank-Farmers Trust Company - Downtown Athletic Club - Standard Oil Company - Woolworth Building - Whitehall Building.], Hudson River, Manhattan, NY",North (Hudson) River - [Lower New York skyline - Bank of Manhattan - Irving Trust Company - West Street Building - City Bank-Farmers Trust Company - Downtown Athletic Club - Standard Oil Company - Woolworth Building - Whitehall Building.],http://images.nypl.org/index.php?id=734446f&t=w,"1932; 

							

								1938",,,,,
,,1468-F3; 1468-F5; 1468-F4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?734556f,734556f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,424376,,[Manhattan - Between 49th and 53rd Streets - Interboro Rapid Transit Power Plant.],"[Manhattan - Between 49th and 53rd Streets - Interboro Rapid Transit Power Plant.], Hudson River, Manhattan, NY",North (Hudson) River - [Manhattan - Between 49th and 53rd Streets - Interboro Rapid Transit Power Plant.],http://images.nypl.org/index.php?id=734556f&t=w,"1931; 

							

								1934",,,,,
,,1437-F9; 1437-F10,,,http://digitalgallery.nypl.org/nypldigital/id?733817f,733817f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423637,,[Manhattan base of Brooklyn Bridge.],"[Manhattan base of Brooklyn Bridge.], Manhattan, NY",East River - River scenes - [Manhattan base of Brooklyn Bridge.],http://images.nypl.org/index.php?id=733817f&t=w,1900?,,,,,
,,1436-D1,"Abbott, Berenice,1898-1991--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733778f,733778f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Dover Street.],,423598,,[Manhattan Bridge.],"[Manhattan Bridge.], Manhattan, NY",East River - Shore and skyline - [Manhattan Bridge.],http://images.nypl.org/index.php?id=733778f&t=w,1930,,,,,
,,1464-F1,,,http://digitalgallery.nypl.org/nypldigital/id?734450f,734450f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Chrysler Building ; Empire State Building ; Riverside Baptist Church.],,424270,,[Manhattan skyline from George Washington Bridge.],"[Manhattan skyline from George Washington Bridge.], Hudson River, Manhattan, NY",North (Hudson) River - [Manhattan skyline from George Washington Bridge.],http://images.nypl.org/index.php?id=734450f&t=w,1940?,,,,,
,,1464-F4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?734452f,734452f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,424272,,[Manhattan skyline.],"[Manhattan skyline.], Hudson River, Manhattan, NY",North (Hudson) River - [Manhattan skyline.],http://images.nypl.org/index.php?id=734452f&t=w,1945,,,,,
,,1435-F1,,,http://digitalgallery.nypl.org/nypldigital/id?733760f,733760f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423580,,"[Mineola ferry - New York, New Haven and Hartford Railroad Express.]","[Mineola ferry - New York, New Haven and Hartford Railroad Express.], Manhattan, NY","East River - Shore and skyline - [Mineola ferry - New York, New Haven and Hartford Railroad Express.]",http://images.nypl.org/index.php?id=733760f&t=w,n.d,,,,,
,,1448-A-A1,"Fairchild Aerial Surveys, Inc.--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?734064f,734064f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423884,,[New York Dock Company.],"[New York Dock Company.], Brooklyn, NY",East River - Shore and skyline - Brooklyn - [New York Dock Company.],http://images.nypl.org/index.php?id=734064f&t=w,1930,,,,,
photomechanical_prints,769 postcards :,,,760,http://digitalgallery.nypl.org/nypldigital/id?105184,105184,Staten Island post cards / Miscellaneous,"Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,139774,,,"[Non-postcard] two advertising stamps,store with people posed out front.","[Non-postcard] two advertising stamps,store with people posed out front.",http://images.nypl.org/index.php?id=105184&t=w,,,,,,
,,1434-D6,Underwood & Underwood--Photographer,,http://digitalgallery.nypl.org/nypldigital/id?733728f,733728f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Battery - City Hall.],,423548,,[North (Hudson) River] - Shore and skyline of lower Manhattan - South Ferry - Williamsburg Bridge.,"[North (Hudson) River] - Shore and skyline of lower Manhattan - South Ferry - Williamsburg Bridge., Manhattan, NY",East River - [North (Hudson) River] - Shore and skyline of lower Manhattan - South Ferry - Williamsburg Bridge.,http://images.nypl.org/index.php?id=733728f&t=w,1920?,,,,,
,,1448-F7,"Fairchild Aerial Surveys, Inc.--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?734063f,734063f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423883,,[North German Lloyd S.S. lines.],"[North German Lloyd S.S. lines.], Brooklyn, NY",East River - Shore and skyline - Brooklyn - [North German Lloyd S.S. lines.],http://images.nypl.org/index.php?id=734063f&t=w,1937,,,,,
,,1438-D5,"Alland, Alexander--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733834f,733834f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[American Sugar Refining Company ; City Bank-Farmers Trust Company ; Singer Manufacturing Company ; 60 Wall Street Tower.],,423654,,[Outline of the Wall Street financial district.],"[Outline of the Wall Street financial district.], Manhattan, NY",East River - Shore and skyline - Manhattan - [Outline of the Wall Street financial district.],http://images.nypl.org/index.php?id=733834f&t=w,1939,,,,,
,,1444-B8,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733962f,733962f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: South Street - Coenties Slip.],,423782,,[Pier 5 - Lower Manhattan skyline.],"[Pier 5 - Lower Manhattan skyline.], Manhattan, NY",East River - River scenes - [Pier 5 - Lower Manhattan skyline.],http://images.nypl.org/index.php?id=733962f&t=w,1937,,,,,
,,1467-E1,"Wishengrad, Michael--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?734523f,734523f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: Duane Street.],,424343,,[Piers - Empire State Building.],"[Piers - Empire State Building.], Hudson River, Manhattan, NY",North (Hudson) River - [Piers - Empire State Building.],http://images.nypl.org/index.php?id=734523f&t=w,1900?,,,,,
,,1464-B5; 1464-B7; 1464-B6,"Balgue, George L.--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?734434f,734434f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,424254,,[River scenes - Manhattan skyline - Bankers Trust Company - Singer Manufacturing Company.],"[River scenes - Manhattan skyline - Bankers Trust Company - Singer Manufacturing Company.], Hudson River, Manhattan, NY",North (Hudson) River - [River scenes - Manhattan skyline - Bankers Trust Company - Singer Manufacturing Company.],http://images.nypl.org/index.php?id=734434f&t=w,"1906; 

							

								1907; 

							

								1911",,,,,
,,1434-C2; 1434-C4; 1434-C3,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733721f,733721f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423541,,[River scenes - Marine activities.],"[River scenes - Marine activities.], Manhattan, NY",East River - [River scenes - Marine activities.],http://images.nypl.org/index.php?id=733721f&t=w,"1925; 

							

								1926",,,,,
,,1464-A2,Detroit Photographic Co.--Photographer,,http://digitalgallery.nypl.org/nypldigital/id?734427f,734427f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,424247,,[River scenes - Sunset - Statue of Liberty.],"[River scenes - Sunset - Statue of Liberty.], Hudson River, Manhattan, NY",North (Hudson) River - [River scenes - Sunset - Statue of Liberty.],http://images.nypl.org/index.php?id=734427f&t=w,1901,,,,,
,,1439-F9; 1439-F8,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733870f,733870f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423690,,[Shore and skyline of Manhattan between East 20th and 31st Streets - Bellevue Hospital; Consolidated Edison Company; Metropolitan Life Insurance Company; New York Life Insurance Company.],"[Shore and skyline of Manhattan between East 20th and 31st Streets - Bellevue Hospital; Consolidated Edison Company; Metropolitan Life Insurance Company; New York Life Insurance Company.], Manhattan, NY",East River - [Shore and skyline of Manhattan between East 20th and 31st Streets - Bellevue Hospital; Consolidated Edison Company; Metropolitan Life Insurance Company; New York Life Insurance Company.],http://images.nypl.org/index.php?id=733870f&t=w,"1926; 

							

								1939",,,,,
,,1432-E4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733681f,733681f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Bronx: Westchester Avenue.],,423501,Bronx,[Steel bridge of the I.R.T. [Inter-borough Rapid Transit] Pelham Bay Park subway line.],"[Steel bridge of the I.R.T. [Inter-borough Rapid Transit] Pelham Bay Park subway line.], Bronx, NY",Bronx River - [Steel bridge of the I.R.T. [Inter-borough Rapid Transit] Pelham Bay Park subway line.],http://images.nypl.org/index.php?id=733681f&t=w,1938,,,,,
,,1438-D7; 1438-D6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733835f,733835f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,423655,,"[View from Broad Street, New York State Barge Canal Terminal.]","[View from Broad Street, New York State Barge Canal Terminal.], Manhattan, NY","East River - Shore and skyline - [View from Broad Street, Manhattan - New York State Barge Canal Terminal.]",http://images.nypl.org/index.php?id=733835f&t=w,"1928; 

							

								1939",,,,,
