"uuid","identifier_value"
"2f28c130-c535-012f-5e43-58d385a7bc34","704421F"
"2bd24860-c535-012f-d20f-58d385a7bc34","704413F"
"2f9c45e0-c535-012f-829c-58d385a7bc34","704422F"
"2cd25b30-c535-012f-ca40-58d385a7bc34","704415F"
"2ff579e0-c535-012f-5b0a-58d385a7bc34","704423B"
"306c5bb0-c535-012f-2313-58d385a7bc34","704424B"
"30c12390-c535-012f-fdb2-58d385a7bc34","704425F"
"0d0222d0-c536-012f-d73c-58d385a7bc34","704966B"
"32012d70-c535-012f-4e87-58d385a7bc34","704428F"
"0d7b4490-c536-012f-ac31-58d385a7bc34","704967B"
"0dd30580-c536-012f-e1ff-58d385a7bc34","704968F"
"327ec310-c535-012f-f413-58d385a7bc34","704429F"
"0dd30580-c536-012f-e1ff-58d385a7bc34","704968B"
"327ec310-c535-012f-f413-58d385a7bc34","704429B"
"0eb038c0-c536-012f-f484-58d385a7bc34","704970B"
"34932fa0-c535-012f-dfff-58d385a7bc34","704434F"
"0f09e0c0-c536-012f-22c7-58d385a7bc34","704971F"
"0f09e0c0-c536-012f-22c7-58d385a7bc34","704971B"
"34932fa0-c535-012f-dfff-58d385a7bc34","704434B"
"0fc49b10-c536-012f-3e19-58d385a7bc34","704973F"
"3560a130-c535-012f-3765-58d385a7bc34","704436F"
"0fc49b10-c536-012f-3e19-58d385a7bc34","704973B"
"35d5ac60-c535-012f-110f-58d385a7bc34","704437F"
"102a56d0-c536-012f-8257-58d385a7bc34","704974F"
"109948c0-c536-012f-3d0a-58d385a7bc34","704975B"
"36285460-c535-012f-f8a7-58d385a7bc34","704438F"
"10e8f960-c536-012f-ec3e-58d385a7bc34","704976F"
"0d0222d0-c536-012f-d73c-58d385a7bc34","704966F"
"11548390-c536-012f-5443-58d385a7bc34","704977F"
"167a8c60-c536-012f-e1f2-58d385a7bc34","704990B"
"11548390-c536-012f-5443-58d385a7bc34","704977B"
"176bfb70-c536-012f-33ee-58d385a7bc34","704992F"
"176bfb70-c536-012f-33ee-58d385a7bc34","704992B"
"17be7390-c536-012f-8cbe-58d385a7bc34","704993F"
"17be7390-c536-012f-8cbe-58d385a7bc34","704993B"
"121fab60-c536-012f-a4cf-58d385a7bc34","704979F"
"18e5c9f0-c536-012f-c4e4-58d385a7bc34","704996B"
"121fab60-c536-012f-a4cf-58d385a7bc34","704979B"
"193c1840-c536-012f-fbdf-58d385a7bc34","704997F"
"13990c60-c536-012f-8555-58d385a7bc34","704983F"
"13990c60-c536-012f-8555-58d385a7bc34","704983B"
"199fb2f0-c536-012f-71e0-58d385a7bc34","704998F"
"1413e7e0-c536-012f-f9b2-58d385a7bc34","704984B"
"eeb564b0-c536-012f-7046-58d385a7bc34","705527B"
"1471fda0-c536-012f-34e2-58d385a7bc34","704985F"
"1471fda0-c536-012f-34e2-58d385a7bc34","704985B"
"ef2644b0-c536-012f-6583-58d385a7bc34","705528F"
"14e47c40-c536-012f-ddf0-58d385a7bc34","704986F"
"14e47c40-c536-012f-ddf0-58d385a7bc34","704986B"
"ef9ed800-c536-012f-1e30-58d385a7bc34","705529B"
"161e8ed0-c536-012f-341a-58d385a7bc34","704989B"
"f006cbf0-c536-012f-bbda-58d385a7bc34","705530F"
"f006cbf0-c536-012f-bbda-58d385a7bc34","705530B"
"f1415c90-c536-012f-9414-58d385a7bc34","705533F"
"f1a8b0a0-c536-012f-8811-58d385a7bc34","705534B"
"f4df2ab0-c536-012f-693c-58d385a7bc34","705542B"
"f2010b40-c536-012f-2bd6-58d385a7bc34","705535F"
"f5a44840-c536-012f-5d85-58d385a7bc34","705544F"
"f6026180-c536-012f-ebc3-58d385a7bc34","705545F"
"f2786ca0-c536-012f-a34c-58d385a7bc34","705536F"
"f6026180-c536-012f-ebc3-58d385a7bc34","705545B"
"f2eab060-c536-012f-9caf-58d385a7bc34","705537F"
"f672ddb0-c536-012f-5ed1-58d385a7bc34","705546F"
"f2eab060-c536-012f-9caf-58d385a7bc34","705537B"
"f672ddb0-c536-012f-5ed1-58d385a7bc34","705546B"
"f33f7900-c536-012f-0dd5-58d385a7bc34","705538B"
"f6d94890-c536-012f-d025-58d385a7bc34","705547F"
"f3b958c0-c536-012f-676d-58d385a7bc34","705539F"
"f72e8270-c536-012f-d85a-58d385a7bc34","705548B"
"c76fd750-c537-012f-964b-58d385a7bc34","706085B"
"f7ee9f20-c536-012f-d9ad-58d385a7bc34","705550B"
"f8b4ded0-c536-012f-8658-58d385a7bc34","705552B"
"f9650740-c536-012f-bf60-58d385a7bc34","705554F"
"f9b75580-c536-012f-f41d-58d385a7bc34","705555F"
"c7e32c40-c537-012f-f101-58d385a7bc34","706086B"
"f9b75580-c536-012f-f41d-58d385a7bc34","705555B"
"c83fa060-c537-012f-a96d-58d385a7bc34","706087F"
"fa134a30-c536-012f-080f-58d385a7bc34","705556B"
"fa687970-c536-012f-64af-58d385a7bc34","705557F"
"c83fa060-c537-012f-a96d-58d385a7bc34","706087B"
"fa687970-c536-012f-64af-58d385a7bc34","705557B"
"c8b5fd00-c537-012f-4771-58d385a7bc34","706088B"
"fb509f30-c536-012f-6063-58d385a7bc34","705559F"
"c92f96d0-c537-012f-583b-58d385a7bc34","706089B"
"fc194f40-c536-012f-c7ca-58d385a7bc34","705561F"
"ca011d00-c537-012f-1db7-58d385a7bc34","706091F"
"c6ee3130-c537-012f-21b1-58d385a7bc34","703825F"
"ca011d00-c537-012f-1db7-58d385a7bc34","706091B"
"c6ee3130-c537-012f-21b1-58d385a7bc34","703825B"
"cabc8c10-c537-012f-736e-58d385a7bc34","706093F"
"c76fd750-c537-012f-964b-58d385a7bc34","706085F"
"cabc8c10-c537-012f-736e-58d385a7bc34","706093B"
"cb1ae910-c537-012f-d871-58d385a7bc34","706094F"
"cb1ae910-c537-012f-d871-58d385a7bc34","706094B"
"d06eb5d0-c537-012f-f1bb-58d385a7bc34","706109B"
"cb8eb1f0-c537-012f-c52b-58d385a7bc34","706095B"
"d0b9dd90-c537-012f-369b-58d385a7bc34","706110F"
"d0b9dd90-c537-012f-369b-58d385a7bc34","706110B"
"cc412800-c537-012f-c802-58d385a7bc34","706097F"
"d11e25a0-c537-012f-4e06-58d385a7bc34","706111B"
"cca323b0-c537-012f-43c8-58d385a7bc34","706098F"
"d1779f00-c537-012f-3796-58d385a7bc34","706112F"
"d1779f00-c537-012f-3796-58d385a7bc34","706112B"
"cca323b0-c537-012f-43c8-58d385a7bc34","706098B"
"d1eb6790-c537-012f-c7b6-58d385a7bc34","706113F"
"ccee9520-c537-012f-f28a-58d385a7bc34","706099F"
"d2544c10-c537-012f-23e8-58d385a7bc34","706114B"
"cd4cded0-c537-012f-c592-58d385a7bc34","706100F"
"d2aec340-c537-012f-352d-58d385a7bc34","706115F"
"cd4cded0-c537-012f-c592-58d385a7bc34","706100B"
"cda09620-c537-012f-c8fe-58d385a7bc34","706101B"
"9f396410-c538-012f-647b-58d385a7bc34","706643B"
"ce042440-c537-012f-cad7-58d385a7bc34","706102F"
"9f91bd00-c538-012f-bccd-58d385a7bc34","706644F"
"9f91bd00-c538-012f-bccd-58d385a7bc34","706644B"
"ce042440-c537-012f-cad7-58d385a7bc34","706102B"
"9ff8b1c0-c538-012f-7e34-58d385a7bc34","706645F"
"ce631a40-c537-012f-268a-58d385a7bc34","706103F"
"9ff8b1c0-c538-012f-7e34-58d385a7bc34","706645B"
"ce631a40-c537-012f-268a-58d385a7bc34","706103B"
"a0b62eb0-c538-012f-acd1-58d385a7bc34","706647F"
"a10a9cb0-c538-012f-b98f-58d385a7bc34","706648F"
"a10a9cb0-c538-012f-b98f-58d385a7bc34","706648B"
"a171c940-c538-012f-c0bd-58d385a7bc34","706649F"
"ceb2c930-c537-012f-2a3d-58d385a7bc34","706104B"
"a1e0c430-c538-012f-a994-58d385a7bc34","706650F"
"a1e0c430-c538-012f-a994-58d385a7bc34","706650B"
"cf632b00-c537-012f-1693-58d385a7bc34","706106B"
"a22f2540-c538-012f-ad1f-58d385a7bc34","706651F"
"a22f2540-c538-012f-ad1f-58d385a7bc34","706651B"
"cfc42810-c537-012f-3911-58d385a7bc34","706107F"
"a4e0e580-c538-012f-cafc-58d385a7bc34","706659F"
"a2e05d30-c538-012f-c2a1-58d385a7bc34","706653F"
"a33d5d90-c538-012f-d32e-58d385a7bc34","706654B"
"a3960670-c538-012f-251c-58d385a7bc34","706655F"
"a3960670-c538-012f-251c-58d385a7bc34","706655B"
"a3db1520-c538-012f-ff6a-58d385a7bc34","706656F"
"a3db1520-c538-012f-ff6a-58d385a7bc34","706656B"
"a4844190-c538-012f-9b1c-58d385a7bc34","706658B"
"861ab2d0-c539-012f-8958-58d385a7bc34","707244F"
"a52f9cc0-c538-012f-bf15-58d385a7bc34","706660B"
"874f0270-c539-012f-67c4-58d385a7bc34","707247F"
"87c1e300-c539-012f-dd4a-58d385a7bc34","707248B"
"a5940f30-c538-012f-81a2-58d385a7bc34","706661B"
"a6a86d80-c538-012f-35b1-58d385a7bc34","706664B"
"881e6df0-c539-012f-5570-58d385a7bc34","707249F"
"881e6df0-c539-012f-5570-58d385a7bc34","707249B"
"a6f89380-c538-012f-a09f-58d385a7bc34","706665F"
"888449c0-c539-012f-0ea6-58d385a7bc34","707250F"
"888449c0-c539-012f-0ea6-58d385a7bc34","707250B"
"a6f89380-c538-012f-a09f-58d385a7bc34","706665B"
"88d339e0-c539-012f-7de8-58d385a7bc34","707251B"
"a7cafa40-c538-012f-ed5a-58d385a7bc34","706667F"
"8937f840-c539-012f-1750-58d385a7bc34","707252F"
"a829a740-c538-012f-2823-58d385a7bc34","706668B"
"89a43cb0-c539-012f-f855-58d385a7bc34","707253F"
"a896bf60-c538-012f-585f-58d385a7bc34","706669F"
"89a43cb0-c539-012f-f855-58d385a7bc34","707253B"
"a9618b30-c538-012f-e2d3-58d385a7bc34","706671F"
"89f4a410-c539-012f-431c-58d385a7bc34","707254F"
"89f4a410-c539-012f-431c-58d385a7bc34","707254B"
"a9c17520-c538-012f-1226-58d385a7bc34","706672B"
"8ab7e2f0-c539-012f-3a45-58d385a7bc34","707256F"
"aab04ca0-c538-012f-bdad-58d385a7bc34","706674F"
"8b2de010-c539-012f-5dbd-58d385a7bc34","707257F"
"8ba598b0-c539-012f-f010-58d385a7bc34","707258B"
"aab04ca0-c538-012f-bdad-58d385a7bc34","706674B"
"ab09d800-c538-012f-dd46-58d385a7bc34","706675B"
"8c73fc20-c539-012f-d10f-58d385a7bc34","707260B"
"8d37e8d0-c539-012f-8638-58d385a7bc34","707262F"
"83c09a50-c539-012f-f671-58d385a7bc34","707238B"
"8d9aeba0-c539-012f-5a56-58d385a7bc34","707263F"
"841f1a40-c539-012f-d752-58d385a7bc34","707239F"
"8e101ba0-c539-012f-24cc-58d385a7bc34","707264F"
"841f1a40-c539-012f-d752-58d385a7bc34","707239B"
"8e7d4940-c539-012f-dbf1-58d385a7bc34","707265F"
"848b33b0-c539-012f-26c3-58d385a7bc34","707240B"
"8e7d4940-c539-012f-dbf1-58d385a7bc34","707265B"
"854a5620-c539-012f-9f1d-58d385a7bc34","707242B"
"8f48d5a0-c539-012f-98a9-58d385a7bc34","707267B"
"76aa96f0-c53a-012f-7f40-58d385a7bc34","707811F"
"90238e90-c539-012f-2e3f-58d385a7bc34","707269B"
"76aa96f0-c53a-012f-7f40-58d385a7bc34","707811B"
"90821cf0-c539-012f-59ee-58d385a7bc34","707270F"
"90821cf0-c539-012f-59ee-58d385a7bc34","707270B"
"76f579f0-c53a-012f-1e7f-58d385a7bc34","707812F"
"76f579f0-c53a-012f-1e7f-58d385a7bc34","707812B"
"9105ffc0-c539-012f-356b-58d385a7bc34","707271F"
"9105ffc0-c539-012f-356b-58d385a7bc34","707271B"
"7761f620-c53a-012f-abb6-58d385a7bc34","707813F"
"6ed1b080-c53a-012f-08f5-58d385a7bc34","707792F"
"7761f620-c53a-012f-abb6-58d385a7bc34","707813B"
"6f503ef0-c53a-012f-eb04-58d385a7bc34","707793F"
"781c14c0-c53a-012f-b2b4-58d385a7bc34","707815B"
"6fcdcc80-c53a-012f-677d-58d385a7bc34","707794B"
"7863dc90-c53a-012f-be67-58d385a7bc34","707816F"
"78d07990-c53a-012f-6844-58d385a7bc34","707817F"
"70a35220-c53a-012f-0096-58d385a7bc34","707796F"
"70a35220-c53a-012f-0096-58d385a7bc34","707796B"
"794ed780-c53a-012f-1dd6-58d385a7bc34","707818F"
"7106bd20-c53a-012f-7012-58d385a7bc34","707797F"
"79b5bac0-c53a-012f-bc05-58d385a7bc34","707819F"
"7255ec50-c53a-012f-e994-58d385a7bc34","707800F"
"79b5bac0-c53a-012f-bc05-58d385a7bc34","707819B"
"7255ec50-c53a-012f-e994-58d385a7bc34","707800B"
"7aa6c2b0-c53a-012f-b3cf-58d385a7bc34","707821F"
"72d2c4c0-c53a-012f-87a0-58d385a7bc34","707801F"
"72d2c4c0-c53a-012f-87a0-58d385a7bc34","707801B"
"7aa6c2b0-c53a-012f-b3cf-58d385a7bc34","707821B"
"7324a080-c53a-012f-e25a-58d385a7bc34","707802F"
"7b179240-c53a-012f-33a4-58d385a7bc34","707822B"
"7395f080-c53a-012f-e1eb-58d385a7bc34","707803F"
"7b8e47e0-c53a-012f-70a9-58d385a7bc34","707823B"
"7395f080-c53a-012f-e1eb-58d385a7bc34","707803B"
"7be67850-c53a-012f-ad01-58d385a7bc34","707824F"
"740a26a0-c53a-012f-baea-58d385a7bc34","707804F"
"74605d30-c53a-012f-aa0a-58d385a7bc34","707805B"
"7be67850-c53a-012f-ad01-58d385a7bc34","707824B"
"7c61a1a0-c53a-012f-d404-58d385a7bc34","707825F"
"751b3110-c53a-012f-cc24-58d385a7bc34","707807B"
"7c61a1a0-c53a-012f-d404-58d385a7bc34","707825B"
"763d2ae0-c53a-012f-0896-58d385a7bc34","707810F"
"763d2ae0-c53a-012f-0896-58d385a7bc34","707810B"
"7cbdfc30-c53a-012f-9ef7-58d385a7bc34","707826F"
"5387cfc0-c53b-012f-cb8b-58d385a7bc34","708341B"
"53ff14b0-c53b-012f-772e-58d385a7bc34","708342F"
"578ba5e0-c53b-012f-efef-58d385a7bc34","708351B"
"53ff14b0-c53b-012f-772e-58d385a7bc34","708342B"
"57d97120-c53b-012f-09e1-58d385a7bc34","708348B"
"545c2f00-c53b-012f-4d85-58d385a7bc34","708343F"
"584bfac0-c53b-012f-7841-58d385a7bc34","708354B"
"545c2f00-c53b-012f-4d85-58d385a7bc34","708343B"
"54d56110-c53b-012f-b5ba-58d385a7bc34","708344F"
"58b1a410-c53b-012f-5ff6-58d385a7bc34","708355B"
"59be9a90-c53b-012f-a86a-58d385a7bc34","708358F"
"54d56110-c53b-012f-b5ba-58d385a7bc34","708344B"
"59be9a90-c53b-012f-a86a-58d385a7bc34","708358B"
"552b9a10-c53b-012f-c155-58d385a7bc34","708345F"
"5a9b4eb0-c53b-012f-7ee4-58d385a7bc34","708360B"
"559aa740-c53b-012f-7331-58d385a7bc34","708346F"
"565c9b00-c53b-012f-7008-58d385a7bc34","708352F"
"5b64e5d0-c53b-012f-d651-58d385a7bc34","708362F"
"5b64e5d0-c53b-012f-d651-58d385a7bc34","708362B"
"607f4fb0-c53b-012f-16a8-58d385a7bc34","708374B"
"5bc670f0-c53b-012f-9839-58d385a7bc34","708363F"
"5cb71a10-c53b-012f-4b27-58d385a7bc34","708365F"
"5d136b20-c53b-012f-92a1-58d385a7bc34","708366F"
"5d136b20-c53b-012f-92a1-58d385a7bc34","708366B"
"60dcb7b0-c53b-012f-65f8-58d385a7bc34","708375F"
"5d9ba5c0-c53b-012f-8b71-58d385a7bc34","708367F"
"392adcd0-c53c-012f-5b2a-58d385a7bc34","708904B"
"5d9ba5c0-c53b-012f-8b71-58d385a7bc34","708367B"
"39993420-c53c-012f-ffd2-58d385a7bc34","708905F"
"5df77fb0-c53b-012f-da2a-58d385a7bc34","708368F"
"3abd98c0-c53c-012f-f1dc-58d385a7bc34","708908F"
"5df77fb0-c53b-012f-da2a-58d385a7bc34","708368B"
"5e6e8540-c53b-012f-001d-58d385a7bc34","708369F"
"3b3becf0-c53c-012f-0ec1-58d385a7bc34","708909F"
"5ebef550-c53b-012f-2b45-58d385a7bc34","708370B"
"3b3becf0-c53c-012f-0ec1-58d385a7bc34","708909B"
"5f324f80-c53b-012f-a691-58d385a7bc34","708371F"
"3c1084f0-c53c-012f-cad5-58d385a7bc34","708911B"
"5f82d3f0-c53b-012f-cfa7-58d385a7bc34","708372B"
"607f4fb0-c53b-012f-16a8-58d385a7bc34","708374F"
"4309ae40-c53c-012f-f83d-58d385a7bc34","708927B"
"3c81bd60-c53c-012f-be53-58d385a7bc34","708912F"
"44014640-c53c-012f-9444-58d385a7bc34","708929B"
"3c81bd60-c53c-012f-be53-58d385a7bc34","708912B"
"3cebf4c0-c53c-012f-ef78-58d385a7bc34","708913F"
"44523ab0-c53c-012f-e092-58d385a7bc34","708930B"
"3da68c90-c53c-012f-a838-58d385a7bc34","708915F"
"4516a000-c53c-012f-f791-58d385a7bc34","708932B"
"3da68c90-c53c-012f-a838-58d385a7bc34","708915B"
"45fb47e0-c53c-012f-5919-58d385a7bc34","708934F"
"3e025310-c53c-012f-9c1f-58d385a7bc34","708916F"
"46ae7fd0-c53c-012f-e607-58d385a7bc34","708936F"
"3e025310-c53c-012f-9c1f-58d385a7bc34","708916B"
"46ae7fd0-c53c-012f-e607-58d385a7bc34","708936B"
"3e8b55a0-c53c-012f-ef9e-58d385a7bc34","708917F"
"46f22310-c53c-012f-0309-58d385a7bc34","708937F"
"46f22310-c53c-012f-0309-58d385a7bc34","708937B"
"3f039050-c53c-012f-b2aa-58d385a7bc34","708918F"
"3f039050-c53c-012f-b2aa-58d385a7bc34","708918B"
"56879680-c52f-012f-b372-58d385a7bc34","700490B"
"3f6a5960-c53c-012f-75e0-58d385a7bc34","708919B"
"56d14a20-c52f-012f-56e9-58d385a7bc34","700491B"
"3feb0c30-c53c-012f-daf0-58d385a7bc34","708920F"
"5735aec0-c52f-012f-a097-58d385a7bc34","700492F"
"3feb0c30-c53c-012f-daf0-58d385a7bc34","708920B"
"5794d470-c52f-012f-1006-58d385a7bc34","700493F"
"406efeb0-c53c-012f-6749-58d385a7bc34","708921B"
"57e31450-c52f-012f-872c-58d385a7bc34","700494F"
"40d8c730-c53c-012f-1cca-58d385a7bc34","708922B"
"584834c0-c52f-012f-c81c-58d385a7bc34","700495B"
"415c7930-c53c-012f-83ca-58d385a7bc34","708923F"
"597b0d50-c52f-012f-b8c6-58d385a7bc34","700498B"
"41d54400-c53c-012f-18ab-58d385a7bc34","708924B"
"59d23fd0-c52f-012f-f26d-58d385a7bc34","700499B"
"42282ed0-c53c-012f-41f3-58d385a7bc34","708925B"
"5a34ad70-c52f-012f-10b5-58d385a7bc34","700500F"
"19b560e0-c530-012f-660d-58d385a7bc34","701054B"
"5a847ab0-c52f-012f-db29-58d385a7bc34","700501F"
"5aeb6420-c52f-012f-9e69-58d385a7bc34","700502F"
"5b4c1ef0-c52f-012f-0ea0-58d385a7bc34","700503F"
"1a044840-c530-012f-14a7-58d385a7bc34","701055B"
"5bf99c50-c52f-012f-926e-58d385a7bc34","700505F"
"1aa9d2e0-c530-012f-a8ee-58d385a7bc34","701057F"
"5bf99c50-c52f-012f-926e-58d385a7bc34","700505B"
"1b6ce7e0-c530-012f-21b6-58d385a7bc34","701059F"
"5c449ad0-c52f-012f-5f92-58d385a7bc34","700506F"
"1bbd9720-c530-012f-7891-58d385a7bc34","701060F"
"5ca24620-c52f-012f-0fb4-58d385a7bc34","700507B"
"5ce9d170-c52f-012f-1e71-58d385a7bc34","700508F"
"1d4d5580-c530-012f-0599-58d385a7bc34","701064B"
"5d4e1640-c52f-012f-096d-58d385a7bc34","700509F"
"5d4e1640-c52f-012f-096d-58d385a7bc34","700509B"
"1dfb4700-c530-012f-3561-58d385a7bc34","701066B"
"5db01790-c52f-012f-c88b-58d385a7bc34","700510B"
"1e615090-c530-012f-9114-58d385a7bc34","701067B"
"5df9d130-c52f-012f-c161-58d385a7bc34","700511F"
"1f0d2bc0-c530-012f-7604-58d385a7bc34","701069F"
"5df9d130-c52f-012f-c161-58d385a7bc34","700511B"
"5e5a4720-c52f-012f-7b3d-58d385a7bc34","700512F"
"1f719a00-c530-012f-3afc-58d385a7bc34","701070F"
"5ea43e20-c52f-012f-7b0d-58d385a7bc34","700513F"
"5ea43e20-c52f-012f-7b0d-58d385a7bc34","700513B"
"1f719a00-c530-012f-3afc-58d385a7bc34","701070B"
"5efd1de0-c52f-012f-04c9-58d385a7bc34","700514B"
"1fd73d90-c530-012f-852f-58d385a7bc34","701071F"
"5f4f6eb0-c52f-012f-c7ea-58d385a7bc34","700515F"
"20f0d8f0-c530-012f-02af-58d385a7bc34","701074B"
"214371e0-c530-012f-0dc0-58d385a7bc34","701075B"
"21abce40-c530-012f-c457-58d385a7bc34","701076F"
"21abce40-c530-012f-c457-58d385a7bc34","701076B"
"22ca20c0-c530-012f-9e5a-58d385a7bc34","701079F"
"22ca20c0-c530-012f-9e5a-58d385a7bc34","701079B"
"233a94c0-c530-012f-3773-58d385a7bc34","701080F"
"233a94c0-c530-012f-3773-58d385a7bc34","701080B"
"240315c0-c530-012f-3d0a-58d385a7bc34","701082F"
"240315c0-c530-012f-3d0a-58d385a7bc34","701082B"
"246e0da0-c530-012f-181f-58d385a7bc34","701083B"
"ee1333d0-c530-012f-1510-58d385a7bc34","701611F"
"ee78dc00-c530-012f-98f4-58d385a7bc34","701612F"
"ee78dc00-c530-012f-98f4-58d385a7bc34","701612B"
"eef66db0-c530-012f-9c6c-58d385a7bc34","701613F"
"ef4b60c0-c530-012f-101e-58d385a7bc34","701614F"
"efbbf960-c530-012f-9348-58d385a7bc34","701615B"
"f02aa910-c530-012f-a851-58d385a7bc34","701616F"
"f02aa910-c530-012f-a851-58d385a7bc34","701616B"
"f1c88920-c530-012f-aea5-58d385a7bc34","701620F"
"f1c88920-c530-012f-aea5-58d385a7bc34","701620B"
"f2410e80-c530-012f-d0d4-58d385a7bc34","701621F"
"f29797e0-c530-012f-3eec-58d385a7bc34","701622F"
"f29797e0-c530-012f-3eec-58d385a7bc34","701622B"
"f35123e0-c530-012f-51fd-58d385a7bc34","701624F"
"cfd91110-c531-012f-f7b0-58d385a7bc34","702216F"
"d04b6e40-c531-012f-f472-58d385a7bc34","702217B"
"d0b12910-c531-012f-a772-58d385a7bc34","702218F"
"d0b12910-c531-012f-a772-58d385a7bc34","702218B"
"d12c1310-c531-012f-3f6d-58d385a7bc34","702219F"
"d19df230-c531-012f-449d-58d385a7bc34","702220F"
"d1fe7eb0-c531-012f-f2f6-58d385a7bc34","702221F"
"d2dcbcf0-c531-012f-bb1f-58d385a7bc34","702223B"
"9bd72b10-c532-012f-b93b-58d385a7bc34","702751F"
"9bd72b10-c532-012f-b93b-58d385a7bc34","702751B"
"9c26e710-c532-012f-3a96-58d385a7bc34","702752F"
"9c26e710-c532-012f-3a96-58d385a7bc34","702752B"
"9cfdbbf0-c532-012f-36f5-58d385a7bc34","702754F"
"9d4f1160-c532-012f-1fc1-58d385a7bc34","702755F"
"9d4f1160-c532-012f-1fc1-58d385a7bc34","702755B"
"9db3a4e0-c532-012f-93a7-58d385a7bc34","702756F"
"9db3a4e0-c532-012f-93a7-58d385a7bc34","702756B"
"9e01a1c0-c532-012f-a82d-58d385a7bc34","702757B"
"9e709c40-c532-012f-5ef0-58d385a7bc34","702758F"
"9f294680-c532-012f-4715-58d385a7bc34","702760F"
"9f940ff0-c532-012f-3e3d-58d385a7bc34","702761F"
"9f940ff0-c532-012f-3e3d-58d385a7bc34","702761B"
"9fea3560-c532-012f-f5db-58d385a7bc34","702762F"
"9fea3560-c532-012f-f5db-58d385a7bc34","702762B"
"a05d9b20-c532-012f-c6a5-58d385a7bc34","702763B"
"a13221c0-c532-012f-6015-58d385a7bc34","702765F"
"a13221c0-c532-012f-6015-58d385a7bc34","702765B"
"a1abbad0-c532-012f-50a8-58d385a7bc34","702766B"
"787d2ac0-c533-012f-8941-58d385a7bc34","703321B"
"78e73480-c533-012f-877e-58d385a7bc34","703322B"
"7999d2b0-c533-012f-f4bf-58d385a7bc34","703324B"
"79ffb8a0-c533-012f-7a48-58d385a7bc34","703325F"
"79ffb8a0-c533-012f-7a48-58d385a7bc34","703325B"
"7a542570-c533-012f-f1f5-58d385a7bc34","703326B"
"7ab83310-c533-012f-80e4-58d385a7bc34","703327B"
"7b151430-c533-012f-5c82-58d385a7bc34","703328F"
"7bc8c060-c533-012f-8f42-58d385a7bc34","703330B"
"7cc1a0e0-c533-012f-a8fb-58d385a7bc34","703333B"
"7d2e9400-c533-012f-0f0a-58d385a7bc34","703334F"
"7e6d4ab0-c533-012f-f7b1-58d385a7bc34","703337F"
"7ecc7f00-c533-012f-e763-58d385a7bc34","703338F"
"7f9c1950-c533-012f-2e0c-58d385a7bc34","703340B"
"8003ef90-c533-012f-dfc6-58d385a7bc34","703341F"
"8003ef90-c533-012f-dfc6-58d385a7bc34","703341B"
"80761fe0-c533-012f-d6d4-58d385a7bc34","703342B"
"80d16410-c533-012f-69d1-58d385a7bc34","703343B"
"819a8460-c533-012f-8971-58d385a7bc34","703345F"
"820ca970-c533-012f-f1f0-58d385a7bc34","703346B"
"8260cde0-c533-012f-61aa-58d385a7bc34","703347B"
"82cb3920-c533-012f-7987-58d385a7bc34","703348B"
"832fab50-c533-012f-aac6-58d385a7bc34","703349B"
"552e7970-c534-012f-4550-58d385a7bc34","703876B"
"573b3370-c534-012f-d4f6-58d385a7bc34","703881B"
"578d3180-c534-012f-6476-58d385a7bc34","703882F"
"58034e30-c534-012f-81ae-58d385a7bc34","703883B"
"586ec930-c534-012f-4ed5-58d385a7bc34","703884B"
"58e591a0-c534-012f-cdb5-58d385a7bc34","703885F"
"58e591a0-c534-012f-cdb5-58d385a7bc34","703885B"
"59480d60-c534-012f-e388-58d385a7bc34","703886F"
"59b8dad0-c534-012f-761a-58d385a7bc34","703887B"
"5a318d20-c534-012f-e530-58d385a7bc34","703888F"
"5a318d20-c534-012f-e530-58d385a7bc34","703888B"
"5a8fe710-c534-012f-cacd-58d385a7bc34","703889F"
"5b026c60-c534-012f-33c8-58d385a7bc34","703890B"
"5bcdfe40-c534-012f-c992-58d385a7bc34","703892F"
"5c406da0-c534-012f-334e-58d385a7bc34","703893F"
"5ca10660-c534-012f-c8e3-58d385a7bc34","703894F"
"5ca10660-c534-012f-c8e3-58d385a7bc34","703894B"
"5d0ddb40-c534-012f-7e3d-58d385a7bc34","703895F"
"39be86f0-c535-012f-8c31-58d385a7bc34","704448B"
"3a390790-c535-012f-f74b-58d385a7bc34","704449F"
"3a97f260-c535-012f-7f44-58d385a7bc34","704450F"
"3afe6f10-c535-012f-34ec-58d385a7bc34","704451F"
"3afe6f10-c535-012f-34ec-58d385a7bc34","704451B"
"3b4b1490-c535-012f-c55d-58d385a7bc34","704452B"
"3bb43ab0-c535-012f-6900-58d385a7bc34","704453F"
"3c2d3a10-c535-012f-3d63-58d385a7bc34","704454F"
"3c2d3a10-c535-012f-3d63-58d385a7bc34","704454B"
"3cffac30-c535-012f-36ea-58d385a7bc34","704456B"
"3de83240-c535-012f-b19f-58d385a7bc34","704458B"
"3edd9310-c535-012f-ba39-58d385a7bc34","704460F"
"3edd9310-c535-012f-ba39-58d385a7bc34","704460B"
"3f433650-c535-012f-01b7-58d385a7bc34","704461F"
"4014d5f0-c535-012f-3a02-58d385a7bc34","704463F"
"4014d5f0-c535-012f-3a02-58d385a7bc34","704463B"
"40914470-c535-012f-fbf8-58d385a7bc34","704464F"
"40914470-c535-012f-fbf8-58d385a7bc34","704464B"
